RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,Link,Latitude,Longitude,Location1
005651-23CP,Complaint,Request,LandLord/Tenant,I live in a HEN subsidized unit and received a rent increase. I want to know if I qualify for EDRA and help to determine incomeverification.,2023-05-30,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005651-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
006806-23CP,Complaint,Request,LandLord/Tenant,"Signed lease afterviewing a unit, and the unit given is not the same unit.  It is much smaller. there appears to water damage on the ceiling and drywall damage.  I want to break the lease without penalty and have all monies refunded.",2023-06-22,POINT (-122.32851868 47.59982559),,Under Investigation,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006806-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
007521-23CP,Complaint,Request,LandLord/Tenant,"I signed a lease and moved in June 21. At move in, we were told that by the next Friday we would have mailbox keys. That they needed to change the locks. I have asked constantly about the keys and went down today July 10th. The locks are still being ordered, and there has been no process. I am trying to get my deposit back from my last apartment among other things.RELATED TO 006806-23CP",2023-07-10,POINT (-122.32851868 47.59982559),,Under Investigation,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007521-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009577-23CP,Complaint,Request,LandLord/Tenant,"The apartment building I live in has 2 resident elevators, 1 ADA lift that only goes from the lobby to street level, and possibly 1 freight elevator which has been out of service for an unknown length of time. One of the main elevators has been out of service for over a month and the other has broken down at least 3 times since. Currently, and for the second weekend in a month, the remaining ""working"" elevator is not working. My husband and I are both legally physically disabled and rely on the",2023-08-12,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009577-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009622-23CP,Complaint,Request,LandLord/Tenant,"I just moved into Addison on 4th. Within the week all three elevators stopped working, leading to wheelchair users being trapped in their Apartments for a few days. This apparently happens often. While using the stairs it is very noticeable that paint, possibly lead paint, is peeling off the walls and ceilings. Railings are not securely attached. And overall cleanliness is not up kept. A few members have mentioned roaches in their Apartments as well.8/21/2023 Complainant called. Has roach inf",2023-08-14,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009622-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009687-23CP,Complaint,Request,LandLord/Tenant,3 Day Notice; SMC 22.205.010.P,2022-03-15,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009687-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009713-23CP,Complaint,Request,LandLord/Tenant,3 Day Notice; SMC 22.205.010.P,2022-03-15,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009713-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
009780-23CP,Complaint,Request,,"My apartment building has really bad roach and bed bug infestations. My husband and I moved into our apartment January 13, 2023. The management office did not disclose that the building has had an ongoing roach and bed bug problem for years. We discovered the roach issue during our move in inspection, which we did after the lease signing. The start of the bed bug problem in our apartment began June 17, 2023. We purchased a brand new bed frame and mattress after moving in. We have had an extermi",2023-08-17,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009780-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
010576-23CP,Complaint,Request,LandLord/Tenant,Raised rent more than10%,2023-09-06,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010576-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
013374-23CP,Complaint,Request,LandLord/Tenant,I rented a place buthad to break the lease because of a bug infestation. Now management won't refund atleast $1400.00.What are my rights?,2023-11-13,POINT (-122.32851868 47.59982559),,Under Investigation,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013374-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
014525-23CP,Complaint,Request,,There is an infestation of roaches. They have been asked to treat and fix the situation but there is no result.,2023-12-15,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014525-23CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001478-24CP,Complaint,Request,LandLord/Tenant,late rent $10 -$100 per day,2024-02-06,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001478-24CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002769-24CP,Complaint,Request,,Radiator has been leaking again since the repairs and affecting the heat.,2024-03-13,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002769-24CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
004107-24CP,Complaint,Request,"Emergency , LandLord/Tenant",Received a 14-day notice to vacate,2024-04-17,POINT (-122.32851868 47.59982559),,Closed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004107-24CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
010028-24CP,Complaint,Request,,"The entire building has a pest issue. Filled with cockroaches and bedbugs. After talked with numerous residents, this seems to be the case on multiple floors of the apartment building. Pest control is handling situation poorly by using methods that are not researched and are unverified, causing the issue to persist and get worse over time.",2024-09-10,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010028-24CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
014048-24CP,Complaint,Request,,No hot water since at least Saturday morning in the entire building,2024-12-17,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014048-24CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
014064-24CP,Complaint,Request,,"No hot water since Saturday Dec. 14th.  I've been unable to bathe because I don't have a tub, just a shower.  So I can't heat water to bathe.",2024-12-18,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014064-24CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
000580-25CP,Complaint,Request,LandLord/Tenant,"Lived in unit from April toOct. 2024, but had to move out due to a bedbug infestation, and brokentoilet.   I displaced now,while I am trying to findanother place to live.  Ifeel I'm owed compensation.  Do I haveany rights?",2025-01-13,POINT (-122.32851868 47.59982559),,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000580-25CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
001138-25CP,Complaint,Request,,"Have been asking for repairsof the shower that worksintermittently, sometimesthere is no water, therefrigerator doesn't workproperly, the kitchensink is leaking.  Management is awareand has done nothing.3/20/2025 - We also have a roach infestation.",2025-01-28,POINT (-122.32851868 47.59982559),,Under Investigation,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001138-25CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
002594-25CP,Complaint,Request,,no hot water for 1 week so far,2025-03-07,POINT (-122.32851868 47.59982559),Completed,Completed,308 4TH AVE S,SEATTLE,WA,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002594-25CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)"
