RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,_complaint_datetime,address_norm,elevator_complaint_flag,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,example_raw_address,conveyance_active_record_count,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_descriptions,conveyance_active_flag,conveyance_no_cert_record_count,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_descriptions,conveyance_no_cert_flag,sfd_rescue_at_address_flag
001632-20CP,Complaint,Request,LandLord/Tenant,Elevator will be out for 4 weeks. Medical needs cause conflict for tenant.,2020 Feb 24 12:00:00 AM,,,Completed,6545 RAVENNA AVE NE,98115.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001632-20CP,47.67721579,-122.30433946,"(47.67721579, -122.30433946)",2,2020,1,,,,True,True,,4.0,True,False,False,False,2020-02-24,6545 RAVENNA AVE NE,True,2,2021-12-16,2021-12-19,6545 Ravenna Ave Ne,0,,,,,,,,False,1,1989-07-18,1989-07-18,EQP-CY-01251,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5042",Operating Without Certificate,,True,True
003147-20CP,Complaint,Request,LandLord/Tenant,"Both lobby elevators were inoperable for several hours today due to breaking down. This left mobility limited residents on upper floors stranded, unable to get out of the building. Multiple residents resorted to calling 911 and one chose to pull the fire alarm in an attempt to get assistance. The tenant in unit 621 continued to pull the fire alarm, even while we attempted to restore it. Ultimately, we had to call the police (SPD incident #20-129988) to get him to stop. In the",2020 Apr 18 12:00:00 AM,2020 Apr 20 12:00:00 AM,Completed,Completed,308 4TH AVE S,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003147-20CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)",4,2020,2,4.0,2020.0,2.0,False,False,2.0,2.0,True,False,False,False,2020-04-18,308 4TH AVE S,True,52,2021-03-07,2025-08-12,308 4th Ave S,1,1990-08-20,1990-08-20,EQP-CY-03939,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2835",Active,,True,3,1990-08-20,2013-08-09,EQP-CY-07794 | EQP-CY-03941 | EQP-CY-03940,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 11161 | 3-F - Cabled Elevator, City # 2634 | 2-P - Cabled Elevator, City # 2836",Operating Without Certificate,,True,True
003303-20CP,Complaint,Request,LandLord/Tenant,"Property Owner violating City Seattle Ordinance, rental agreement and health; I never received the Seattle Landlord-Tenant laws when I signed my 1-year lease; Also, Several tenants smoking marijuana in hallway stairway, & elevator, outside my unit #305; I asked the manager to clear the smoke, and the manager did not do anything. Also, I speak very little English, and I asked for the Tenant Laws in Spanish. I want to move out of this building because the smoke is causing health",2020 Apr 23 12:00:00 AM,,,Closed,8500 20TH AVE NE,98115.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003303-20CP,47.69052876,-122.30661297,"(47.69052876, -122.30661297)",4,2020,2,,,,True,True,,4.0,True,False,False,False,2020-04-23,8500 20TH AVE NE,True,1,2023-03-26,2023-03-26,8500 20th Ave Ne,2,2018-11-02,2018-11-02,EQP-CY-09656 | EQP-CY-09655,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12479 | 1-P - Cabled Elevator, City # 12478",Active,CONVEYANCE FOR SITE: SEDONA PHASE II | CONVEYANCE FOR SITE: SEDONA APARTMENTS,True,0,,,,,,,,False,True
004774-20CP,Complaint,Request,LandLord/Tenant,"tenant rights, leaking roof, no hot water for past 3 weeks, only 1 working toilet that often overflows, elevator out of order (disabled - safety issue lives on 2nd floor)",2020 Jun 09 12:00:00 AM,,,Completed,606 12TH AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004774-20CP,47.59730433,-122.31660968,"(47.59730433, -122.31660968)",6,2020,2,,,,True,True,,2.0,True,False,False,False,2020-06-09,606 12TH AVE S,True,2,2022-10-29,2023-05-06,606 12th Ave S,0,,,,,,,,False,1,1995-10-27,1995-10-27,EQP-CY-04807,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6542",Operating Without Certificate,PEARL WARREN BUILDING - CONV,True,True
006577-20CP,Complaint,Request,LandLord/Tenant,"I'm disabled, elevator doesn't work sometime, no warning. No signs posted for social distancing and I don't feel safe.  I would like to know if I can break my lease.",2020 Jul 27 12:00:00 AM,,,Completed,566 PROSPECT ST,98109.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006577-20CP,47.62922793,-122.34530651,"(47.62922793, -122.34530651)",7,2020,3,,,,True,True,,7.0,True,False,False,False,2020-07-27,566 PROSPECT ST,True,0,,,,0,,,,,,,,False,1,1989-09-13,1989-09-13,EQP-CY-01587,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5575",Operating Without Certificate,,True,False
007157-20CP,Complaint,Request,LandLord/Tenant,"Hi! My landlord is trying to collect rent from a period during the worst of COVID when I was not even present in the state . I'm high risk and did not feel safe flying back to clean out the apartment and move due to the very high levels of interacting with other people (elevators, people coming to pick up furniture and other items! Requesting to get this rent waived. I""m paid up for the pre-COVID time",2020 Aug 18 12:00:00 AM,,,Completed,120 HARVARD AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007157-20CP,47.61933063,-122.32185165,"(47.61933063, -122.32185165)",8,2020,3,,,,True,True,,3.0,True,False,False,False,2020-08-18,120 HARVARD AVE E,True,0,,,,1,2014-09-24,2014-09-24,EQP-CY-08057,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11320",Active,,True,0,,,,,,,,False,False
005821-21CP,Complaint,Request,LandLord/Tenant,Management sent mea bill for $500.00 for retrieval of my phone that had fallen into the elevator.  Is thislegal?,2021 Jul 20 12:00:00 AM,,,Completed,1833 13TH AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005821-21CP,47.61850471,-122.31582308,"(47.61850471, -122.31582308)",7,2021,3,,,,True,True,,3.0,True,False,False,False,2021-07-20,1833 13TH AVE,True,0,,,,0,,,,,,,,False,1,1990-03-02,1990-03-02,EQP-CY-02942,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 667",Operating Without Certificate,,True,False
007327-21CP,Complaint,Request,LandLord/Tenant,BEING CHARGED TOUSE ELEVATOR AND CAN'T GET KEY FORMAIL,2021 Aug 27 12:00:00 AM,,,Completed,308 4TH AVE S,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007327-21CP,47.59982559,-122.32851868,"(47.59982559, -122.32851868)",8,2021,3,,,,True,True,,2.0,True,False,False,False,2021-08-27,308 4TH AVE S,True,52,2021-03-07,2025-08-12,308 4th Ave S,1,1990-08-20,1990-08-20,EQP-CY-03939,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2835",Active,,True,3,1990-08-20,2013-08-09,EQP-CY-07794 | EQP-CY-03941 | EQP-CY-03940,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 11161 | 3-F - Cabled Elevator, City # 2634 | 2-P - Cabled Elevator, City # 2836",Operating Without Certificate,,True,True
008759-21CP,Complaint,Request,LandLord/Tenant,"Moved in a month ago, secure door is broke bldg has been broken into at least 6 times. Door is being pryed open no safety. Tenant is Disabled elevator does not work, been down since 9/2. What are rights?Mail is not being delivered due to door access. Filed multiple tickets to Mgmt. Tenant has filed a police report",2021 Oct 15 12:00:00 AM,,,Closed,1806 23RD AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008759-21CP,47.61791425,-122.30231777,"(47.61791425, -122.30231777)",10,2021,4,,,,True,True,,3.0,True,False,False,False,2021-10-15,1806 23RD AVE,True,1,2024-10-19,2024-10-19,1806 23rd Ave,0,,,,,,,,False,1,2014-10-31,2014-10-31,EQP-CY-08079,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 11256",Operating Without Certificate,1806 23RD AVE APTS - CONV,True,True
010291-21CP,Complaint,Request,LandLord/Tenant,The door is broken so there is no way to get into the building except the elevator which they refuse to insure is fragrance free and therefore unusable to me. Essentially I cannot leave my studio if I want to get back in.,2021 Dec 13 12:00:00 AM,,,Completed,4408 DELRIDGE WAY SW,98106.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010291-21CP,47.56379804,-122.36302302,"(47.56379804, -122.36302302)",12,2021,4,,,,True,True,,1.0,True,False,False,False,2021-12-13,4408 DELRIDGE WAY SW,True,1,2020-02-09,2020-02-09,4408 Delridge Way Sw,1,2006-03-21,2006-03-21,EQP-CY-06467,Conveyance Equipment Certification,"2 - Accessibility Lift (vertical included), City # 8688",Active,,True,1,2006-03-21,2006-03-21,EQP-CY-06466,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8682",Operating Without Certificate,,True,True
010666-21CP,Complaint,Request,LandLord/Tenant,"ELEVATOR ISSUE STILLIN PROCESS, BUT ALSOHAS NOTICE RULESQUESTION",2021 Dec 23 12:00:00 AM,,,Completed,1501 17TH AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010666-21CP,47.61455577,-122.31044877,"(47.61455577, -122.31044877)",12,2021,4,,,,True,True,,3.0,True,False,False,False,2021-12-23,1501 17TH AVE,True,2,2023-09-25,2025-01-25,1501 17th Ave,2,1989-06-14,1989-06-14,EQP-CY-00876 | EQP-CY-00875,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 3430 | 2-P - Cabled Elevator, City # 3429",Active,,True,0,,,,,,,,False,True
001169-22CP,Complaint,Request,LandLord/Tenant,"Landlord posts notices on tenants doors covering peep holes. Most recent notice, covering our peep holes was to inform us of their entry but did not give a reason. Stairwell doors are locked, forcing tenants to only use elevators up to their units (which elevators are constantly out of service). Human vomit dried in the stairwell. Water has been shut off with no notice or reason the past two days.",2022 Feb 05 12:00:00 AM,,,Completed,1820 MINOR AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001169-22CP,47.6176075,-122.33122056,"(47.6176075, -122.33122056)",2,2022,1,,,,True,True,,7.0,True,False,False,False,2022-02-05,1820 MINOR AVE,True,1,2022-04-13,2022-04-13,1820 Minor Ave,3,1993-11-22,1993-11-22,EQP-CY-04586 | EQP-CY-04585 | EQP-CY-04584,Conveyance Equipment Certification,"3-P - Hydraulic Elevator, City # 6366 | 2-P - Hydraulic Elevator, City # 6365 | 1-P - Hydraulic Elevator, City # 6364",Active,#3-P ; #6366 | #2-P ; #6365 | #1-P ; #6364,True,0,,,,,,,,False,True
002059-22CP,Complaint,Request,LandLord/Tenant,"I have multiple concerns that need to be addressed and I fear for the safety of myself and fellow residents.  About two weeks ago, the door was broken to the front of the building and jimmied open so that anyone could walk in, this is a risk to the safety of the residents.  The elevator has been broken for about two weeks as well and the company states that they are not able to get a part for the elevator, this is a 13 story building with a basement and we are not currently able t",2022 Mar 08 12:00:00 AM,,,Closed,910 MARION ST,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002059-22CP,47.60817211,-122.32655486,"(47.60817211, -122.32655486)",3,2022,1,,,,True,True,,3.0,True,False,False,False,2022-03-08,910 MARION ST,True,0,,,,3,1989-12-04,1989-12-04,EQP-CY-02352 | EQP-CY-02351 | EQP-CY-02350,Conveyance Equipment Certification,"2-P-N - Cabled Elevator, City # 4633 | 1-P-S - Cabled Elevator, City # 4632 | 3-P - Hydraulic Elevator, City # 4573",Active,CHANCERY HOUSE- CONV,True,0,,,,,,,,False,False
002122-22CP,Complaint,Request,LandLord/Tenant,"Per Online; For over a year now, and now more recently, this occurs a couple of times a month, the elevator has stopped working. This prevents tenants with disabilities from leaving their apartment. It's also incredibly frustrating to be on an upper floor and try to go about daily tasks like laundry (the room is in the basement) or carrying heavy groceries. It's not fair that tenants on the lower floor have easier access to basic necessities and daily life. Som",2022 Mar 09 12:00:00 AM,,,Closed,1617 YALE AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002122-22CP,47.61570757,-122.32847935,"(47.61570757, -122.32847935)",3,2022,1,,,,True,True,,3.0,True,False,False,False,2022-03-09,1617 YALE AVE,True,1,2021-03-20,2021-03-20,1617 Yale Ave,1,1990-05-10,1990-05-10,EQP-CY-03476,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 617",Active,,True,0,,,,,,,,False,True
002889-22CP,Complaint,Request,LandLord/Tenant,"Per Online; City View Apartments are poorly maintained. There is a pest problem with ants on all levels of the building. There is a constant smell to the first floor and elevator despite the non-smoking rules. Packages are stolen constantly and there is no secure delivery method for them. Despite quiet hours and other rules, no actions are taken against bad residents. Additionally, the apartment floors are constantly dirty and the carpet is disgusting. I've seen animal u",2022 Apr 04 12:00:00 AM,,,Under Investigation,3021 SW BRADFORD ST,98126.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002889-22CP,47.56874865,-122.3717899,"(47.56874865, -122.3717899)",4,2022,2,,,,True,True,,1.0,True,False,False,False,2022-04-04,3021 SW BRADFORD ST,True,2,2024-02-29,2024-12-03,3021 Sw Bradford St,2,1992-08-24,1992-08-24,EQP-CY-04445 | EQP-CY-04444,Conveyance Equipment Certification,"2-P/S - Hydraulic Elevator, City # 5912 | 1-P/N - Hydraulic Elevator, City # 5911",Active,,True,0,,,,,,,,False,True
008503-22CP,Complaint,Request,LandLord/Tenant,"Per Online; There are numerous issues that need to be addressed. Of highest priority, at present, is the elevator outages and the associated improper handling of repairs (including the complete lack of provisions for accommodation services). The elevators (both: 2 of 2) were initially shut down completely on April 8, 2022. This outage lasted about 5-6 weeks (on May 9th the elevators were still shut down without any interim period of functionality. By May 26",2022 Aug 11 12:00:00 AM,2022 Nov 17 12:00:00 AM,Completed,Completed,937 N 96th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008503-22CP,47.69847057,-122.34588011,"(47.69847057, -122.34588011)",8,2022,3,11.0,2022.0,4.0,False,False,98.0,5.0,True,False,False,False,2022-08-11,937 N 96TH ST,True,35,2020-06-05,2025-10-25,937 N 96th St,2,2019-04-26,2019-04-26,EQP-CY-09787 | EQP-CY-09786,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12686 | 1-P - Cabled Elevator, City # 12685",Active,CONVEYANCE: CLEMENT PLACE,True,0,,,,,,,,False,True
008935-22CP,Complaint,Request,LandLord/Tenant,"Illegal lockout. Manager refuses to give me a key card to my building. No mailbox key. No access to building or elevator.  Feel unsafe cannot get in building quickly especially as a woman at night. Have to wait to buzz, sometimes a long time. I am disabled. Need key card to visit neighbors for help. No privacy getting mail. Must ask management.  It is an illegal lockouts.  Will pay for new key but Manager refuses to cooperate. Denies me my tenants rights.",2022 Aug 19 12:00:00 AM,,,Completed,1811 EASTLAKE AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008935-22CP,47.61824357,-122.32950667,"(47.61824357, -122.32950667)",8,2022,3,,,,True,True,,7.0,True,False,False,False,2022-08-19,1811 EASTLAKE AVE,True,13,2021-06-15,2025-07-24,1811 Eastlake Ave,1,2006-02-01,2006-02-01,EQP-CY-06442,Conveyance Equipment Certification,"Cabled Elevator, City # 8578",Active,,True,0,,,,,,,,False,True
010589-22CP,Complaint,Request,LandLord/Tenant,"HOUSING - stain on ceiling in living room , water leak, elevator is out, laundry rooms units or out on several floors. 10/26/2022 Update Tenant would also like to know tenants rights. Can she have a rent reduction due to two months with leak in ceiling.",2022 Sep 26 12:00:00 AM,2022 Nov 04 12:00:00 AM,Completed,Completed,13000 LINDEN AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010589-22CP,47.72357266,-122.34767003,"(47.72357266, -122.34767003)",9,2022,3,11.0,2022.0,4.0,False,False,39.0,5.0,True,False,False,False,2022-09-26,13000 LINDEN AVE N,True,5,2023-10-07,2026-01-16,13000 Linden Ave N,3,2007-04-02,2007-04-02,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,NEW HAVEN SENIOR APARTMENTS - CONV,True,0,,,,,,,,False,True
