RecordNum,District,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations,HealthSafetyTermsFound,HarassmentTermsFound,RightsTermsFound
008131-23CP,6,2023 Jul 20 12:00:00 AM,,,Completed,8311 15TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008131-23CP,False,False,True,,,rent increase
008215-23CP,6,2023 Jul 21 12:00:00 AM,,,Closed,1431 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008215-23CP,False,True,False,,trao,
008270-23CP,6,2023 Jul 21 12:00:00 AM,2023 Aug 14 12:00:00 AM,Completed,Under Investigation,1711 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008270-23CP,False,True,False,,harass,
008302-23CP,6,2023 Jul 24 12:00:00 AM,,,Closed,1111 NW 56TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008302-23CP,False,False,True,,,notice to vacate|tenant rights
008684-23CP,6,2023 Jul 30 12:00:00 AM,,,Under Investigation,3721 27TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008684-23CP,True,False,False,leak|leaking,,
008703-23CP,6,2023 Jul 31 12:00:00 AM,,,Completed,519 N 72ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008703-23CP,False,True,False,,trao,
008871-23CP,6,2023 Jul 26 12:00:00 AM,,,Closed,1733 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008871-23CP,False,False,True,,,rent increase
008875-23CP,6,2023 Aug 02 12:00:00 AM,,,Closed,6547 4TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008875-23CP,False,False,True,,,3 day notice
008942-23CP,6,2023 Aug 03 12:00:00 AM,,,Closed,1715 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008942-23CP,False,False,True,,,3 day notice
008943-23CP,6,2023 Aug 02 12:00:00 AM,,,Closed,1701 NW 56TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008943-23CP,False,False,True,,,rent increase
009037-23CP,6,2023 Aug 04 12:00:00 AM,,,Closed,800 N 36TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009037-23CP,False,False,True,,,rent increase
009233-23CP,6,2023 Aug 07 12:00:00 AM,,,Closed,8361 18TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009233-23CP,True,False,False,bed bug,,
009335-23CP,6,2023 Aug 08 12:00:00 AM,,,Completed,456 NE MAPLE LEAF PL,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009335-23CP,True,False,False,mold,,
009356-23CP,6,2023 Aug 09 12:00:00 AM,,,Under Investigation,811 N 49TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009356-23CP,True,False,False,cockroach,,
009361-23CP,6,2022 Sep 20 12:00:00 AM,,,Closed,7016 15TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009361-23CP,False,False,True,,,3 day notice
009363-23CP,6,2022 Aug 19 12:00:00 AM,,,Closed,7016 15TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009363-23CP,False,True,True,,pota,3 day notice|notice to terminate
009384-23CP,6,2022 May 27 12:00:00 AM,,,Closed,4901 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009384-23CP,False,False,True,,,3 day notice
009392-23CP,6,2022 May 20 12:00:00 AM,,,Closed,4251 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009392-23CP,False,True,True,,pota,3 day notice|notice to terminate
009393-23CP,6,2022 May 05 12:00:00 AM,,,Closed,3639 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009393-23CP,False,True,True,,pota,3 day notice|notice to terminate
009471-23CP,6,2023 Aug 10 12:00:00 AM,,,Completed,4124 FREMONT AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009471-23CP,False,False,True,,,20 day notice
009508-23CP,6,2023 Aug 10 12:00:00 AM,,,Completed,2418 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009508-23CP,False,True,False,,threaten,
009723-23CP,6,2022 Mar 03 12:00:00 AM,,,Closed,407 NE 73RD ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009723-23CP,False,False,True,,,3 day notice
009892-23CP,6,2023 Aug 21 12:00:00 AM,,,Completed,4312 FRANCIS AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009892-23CP,False,False,True,,,rent increase
009932-23CP,6,2020 Aug 31 12:00:00 AM,,,Closed,8217 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009932-23CP,False,False,True,,,3 day notice
009933-23CP,6,2020 Sep 01 12:00:00 AM,,,Closed,8217 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009933-23CP,False,False,True,,,3 day notice
009935-23CP,6,2020 Aug 31 12:00:00 AM,,,Closed,8217 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009935-23CP,False,False,True,,,3 day notice
010151-23CP,6,2023 Aug 18 12:00:00 AM,,,Under Investigation,8322 16TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010151-23CP,False,True,False,,trao,
010154-23CP,6,2023 Aug 21 12:00:00 AM,,,Under Investigation,743 N 35TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010154-23CP,False,False,True,,,security deposit
010211-23CP,6,2023 Aug 28 12:00:00 AM,,,Completed,8322 16TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010211-23CP,False,True,False,,trao,
010421-23CP,6,2023 Sep 01 12:00:00 AM,,,Closed,2410 29TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010421-23CP,False,False,True,,,rent increase
010659-23CP,6,2023 Aug 28 12:00:00 AM,,,Under Investigation,4806 1ST AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010659-23CP,False,False,True,,,security deposit
010673-23CP,6,2023 Sep 08 12:00:00 AM,2023 Sep 18 12:00:00 AM,Completed,Under Investigation,6108 8TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010673-23CP,True,True,False,no hot water,pota|relocation assistance,
010774-23CP,6,2023 Sep 11 12:00:00 AM,2023 Sep 18 12:00:00 AM,Completed,Under Investigation,6110 8TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010774-23CP,True,False,False,leak|leaking,,
010803-23CP,6,2023 Sep 12 12:00:00 AM,,,Completed,5433 LEARY AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010803-23CP,False,False,True,,,rent increase
010852-23CP,6,2023 Sep 12 12:00:00 AM,,,Completed,2630 NW 63RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010852-23CP,False,True,False,,trao,
010874-23CP,6,2023 Sep 13 12:00:00 AM,,,Under Investigation,1429 N 52ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010874-23CP,False,False,True,,,tenant rights
011013-23CP,6,2023 Sep 15 12:00:00 AM,2023 Oct 16 12:00:00 AM,Completed,Under Investigation,4318 EVANSTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011013-23CP,True,False,False,leak,,
011172-23CP,6,2023 Sep 19 12:00:00 AM,,,Completed,7418 2ND AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011172-23CP,False,True,False,,trao,
011457-23CP,6,2023 Sep 19 12:00:00 AM,,,Completed,1138 NW 61ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011457-23CP,False,True,False,,trao,
011482-23CP,6,2023 Sep 22 12:00:00 AM,,,Under Investigation,3634 34TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011482-23CP,False,False,True,,,tenant rights
1056871-VI,6,2023 Sep 28 12:00:00 AM,2023 Sep 18 12:00:00 AM,Completed,Initiated,6108 8TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1056871-VI,True,True,False,no hot water,pota|relocation assistance|relocation payment,
011686-23CP,6,2023 Sep 29 12:00:00 AM,,,Under Investigation,2417 NW 57th ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011686-23CP,False,True,False,,trao,
011877-23CP,6,2023 Oct 04 12:00:00 AM,2023 Oct 25 12:00:00 AM,Completed,Completed,1763 NW 60TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011877-23CP,True,False,False,leak,,
011890-23CP,6,2023 Oct 04 12:00:00 AM,,,Under Investigation,3233 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011890-23CP,False,False,True,,,tenant rights|rrio
012152-23CP,6,2023 Sep 28 12:00:00 AM,,,Under Investigation,4733 SHILSHOLE AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012152-23CP,False,True,False,,retaliat,
012231-23CP,6,2023 Oct 13 12:00:00 AM,,,Under Investigation,3607 35TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012231-23CP,False,False,True,,,tenant rights
012235-23CP,6,2023 Oct 12 12:00:00 AM,,,Under Investigation,2640 NW 64TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012235-23CP,False,False,True,,,security deposit
012276-23CP,6,2023 Oct 13 12:00:00 AM,,,Under Investigation,6716 ALONZO AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012276-23CP,True,False,False,garbage,,
012312-23CP,6,2023 Oct 13 12:00:00 AM,,,Completed,3628 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012312-23CP,False,False,True,,,tenant rights
012423-23CP,6,2023 Oct 17 12:00:00 AM,,,Completed,8324 MARY AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012423-23CP,False,True,False,,trao,
012573-23CP,6,2023 Oct 20 12:00:00 AM,,,Completed,6900 EAST GREEN LAKE WAY N,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012573-23CP,True,False,True,sewage,,tenant rights
012627-23CP,6,2023 Oct 23 12:00:00 AM,,,Closed,6341 5TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012627-23CP,True,True,False,mold,pota,
012790-23CP,6,2023 Oct 23 12:00:00 AM,2023 Dec 19 12:00:00 AM,Completed,Under Investigation,1115 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012790-23CP,True,False,False,leak|leaking,,
012817-23CP,6,2023 Oct 26 12:00:00 AM,,,Completed,2003 NW 57TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012817-23CP,False,False,True,,,rent increase
012828-23CP,6,2023 Oct 26 12:00:00 AM,,,Under Investigation,2215 N 59TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012828-23CP,False,False,True,,,tenant rights
012830-23CP,6,2023 Oct 26 12:00:00 AM,,,Under Investigation,1439 NW 52ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012830-23CP,False,False,True,,,tenant rights
013040-23CP,6,2023 Nov 02 12:00:00 AM,,,Open Duplicate,1115 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013040-23CP,True,False,True,leak|water damage|mold,,code violation
013050-23CP,6,2023 Nov 02 12:00:00 AM,,,Completed,4468 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013050-23CP,False,False,True,,,rent increase
013121-23CP,6,2023 Nov 06 12:00:00 AM,,,Under Investigation,620 N 34TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013121-23CP,False,False,True,,,rent increase
013131-23CP,6,2023 Nov 06 12:00:00 AM,,,Completed,1701 NW 56TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013131-23CP,False,False,True,,,rent increase
013150-23CP,6,2023 Nov 03 12:00:00 AM,,,Under Investigation,907 NW 61ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013150-23CP,False,False,True,,,tenant rights
013477-23CP,6,2023 Nov 16 12:00:00 AM,,,Completed,6900 EAST GREEN LAKE WAY N,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013477-23CP,True,False,False,rats|mice,,
013564-23CP,6,2023 Nov 17 12:00:00 AM,2023 Nov 17 12:00:00 AM,Completed,Completed,5814 22ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013564-23CP,True,True,True,no heat,pota,tenant rights
013641-23CP,6,2023 Nov 20 12:00:00 AM,,,Under Investigation,3644 FRANCIS AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013641-23CP,False,False,True,,,rent increase
013775-23CP,6,2023 Nov 26 12:00:00 AM,,,Closed,300 NW 80TH ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013775-23CP,False,True,False,,threaten|retaliat,
013780-23CP,6,2023 Nov 22 12:00:00 AM,,,Under Investigation,3835 34TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013780-23CP,False,False,True,,,security deposit
013861-23CP,6,2023 Nov 28 12:00:00 AM,2023 Dec 27 12:00:00 AM,Completed,Completed,2850 NW 56th ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013861-23CP,False,False,True,,,rent increase|rrio
013870-23CP,6,2023 Nov 28 12:00:00 AM,,,Closed,502 NW BRIGHT ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013870-23CP,False,False,True,,,rent increase
013879-23CP,6,2023 Nov 27 12:00:00 AM,,,Closed,5119 9TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013879-23CP,False,False,True,,,tenant rights
013931-23CP,6,2023 Nov 30 12:00:00 AM,2023 Dec 04 12:00:00 AM,Completed,Under Investigation,801 NW 54TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013931-23CP,True,True,True,no heat|leak|roof leak|mold,pota,tenant rights
014066-23CP,6,2023 Dec 05 12:00:00 AM,2024 Mar 21 12:00:00 AM,Completed,Closed,3048 NW 60TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014066-23CP,True,False,False,leak|leaking|leaks|mold,,
014120-23CP,6,2023 Dec 05 12:00:00 AM,,,Under Investigation,5555 14TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014120-23CP,False,False,True,,,tenant rights
014153-23CP,6,2023 Dec 06 12:00:00 AM,,,Closed,828 NW MARKET ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014153-23CP,True,False,False,leak|flooding|mold|mildew|odor,,
014179-23CP,6,2023 Dec 04 12:00:00 AM,,,Completed,500 NW BRIGHT ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014179-23CP,False,False,True,,,rent increase
014321-23CP,6,2023 Dec 08 12:00:00 AM,,,Under Investigation,533 N 74TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014321-23CP,True,False,False,flooded|mold|hazard|hazardous,,
014328-23CP,6,2023 Dec 09 12:00:00 AM,,,Completed,1702 NW 56TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014328-23CP,False,False,True,,,deposit not returned
014345-23CP,6,2023 Dec 08 12:00:00 AM,,,Completed,6536 2ND AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014345-23CP,False,False,True,,,rent increase
014416-23CP,6,2023 Dec 12 12:00:00 AM,,,Completed,2233 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014416-23CP,False,False,True,,,rent increase
014467-23CP,6,2023 Dec 12 12:00:00 AM,,,Completed,735 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014467-23CP,False,False,True,,,rent increase
014513-23CP,6,2023 Dec 14 12:00:00 AM,,,Under Investigation,3038 NW 72ND ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014513-23CP,False,True,True,,trao,tenant rights
014633-23CP,6,2023 Dec 19 12:00:00 AM,,,Under Investigation,935 N 85TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014633-23CP,False,False,True,,,tenant rights
014653-23CP,6,2023 Dec 19 12:00:00 AM,2024 Jan 04 12:00:00 AM,Completed,Under Investigation,1409 NW 51ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014653-23CP,True,False,False,leak|leaks|mold|infestation,,
014726-23CP,6,2023 Dec 21 12:00:00 AM,,,Under Investigation,359 NW 76TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014726-23CP,False,True,False,,trao,
014860-23CP,6,2023 Dec 28 12:00:00 AM,,,Completed,1439 NW 52ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014860-23CP,False,False,True,,,tenant rights|code violation
000186-24CP,6,2024 Jan 03 12:00:00 AM,,,Closed,5007 2ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000186-24CP,False,False,True,,,rent increase|without proper notice
000271-24CP,6,2024 Jan 05 12:00:00 AM,,,Closed,6553 earl AVE NW,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000271-24CP,False,False,True,,,rrio
000281-24CP,6,2024 Jan 05 12:00:00 AM,,,Closed,6301 15TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000281-24CP,False,False,True,,,rent increase
000393-24CP,6,2024 Jan 08 12:00:00 AM,,,Under Investigation,4245 27TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000393-24CP,False,False,True,,,tenant rights
000447-24CP,6,2024 Jan 11 12:00:00 AM,2024 Mar 13 12:00:00 AM,Completed,Completed,1818 N 50TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000447-24CP,False,False,True,,,security deposit
000453-24CP,6,2024 Jan 10 12:00:00 AM,,,Completed,1740 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000453-24CP,False,True,False,,trao,
000455-24CP,6,2024 Jan 10 12:00:00 AM,,,Completed,1742 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000455-24CP,False,True,False,,trao,
000475-24CP,6,2024 Jan 11 12:00:00 AM,,,Under Investigation,7739 15TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000475-24CP,False,True,True,,pota,tenant rights
000852-24CP,6,2024 Jan 23 12:00:00 AM,,,Under Investigation,300 NW 56TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000852-24CP,False,True,False,,retaliat,
000853-24CP,6,2024 Jan 19 12:00:00 AM,,,Under Investigation,7039 24TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000853-24CP,False,False,True,,,rent increase
000859-24CP,6,2024 Jan 23 12:00:00 AM,,,Completed,343 NE 56TH ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000859-24CP,False,False,True,,,rent increase
000860-24CP,6,2024 Jan 23 12:00:00 AM,,,Under Investigation,1433 NW 64TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000860-24CP,False,False,True,,,rent increase
000987-24CP,6,2024 Jan 25 12:00:00 AM,,,Completed,2632 NW 63RD ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000987-24CP,False,False,True,,,eviction notice
001112-24CP,6,2024 Jan 28 12:00:00 AM,2024 Feb 21 12:00:00 AM,Completed,Under Investigation,5700 8TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001112-24CP,True,False,False,flooded,,
001126-24CP,6,2024 Jan 26 12:00:00 AM,,,Completed,505 NE 70TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001126-24CP,False,True,True,,pota,tenant rights
001151-24CP,6,2024 Jan 29 12:00:00 AM,,,Completed,3600 PALATINE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001151-24CP,False,False,True,,,tenant rights
001181-24CP,6,2024 Jan 29 12:00:00 AM,,,Closed,307 N 73RD ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001181-24CP,False,False,True,,,rent increase
001183-24CP,6,2024 Jan 30 12:00:00 AM,2024 Apr 17 12:00:00 AM,Completed,Completed,7737 2ND AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001183-24CP,True,True,False,uninhabitable,retaliat,
001325-24CP,6,2024 Jan 31 12:00:00 AM,,,Under Investigation,4464 FREMONT AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001325-24CP,False,False,True,,,tenant rights
001379-24CP,6,2024 Feb 02 12:00:00 AM,,,Completed,413 NE 70TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001379-24CP,False,True,True,,threaten,security deposit
001433-24CP,6,2024 Feb 05 12:00:00 AM,,,Closed,518 NE 73RD ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001433-24CP,True,False,False,collapse,,
001480-24CP,6,2024 Feb 06 12:00:00 AM,,,Under Investigation,6553 A 5TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001480-24CP,False,False,True,,,rent increase
001537-24CP,6,2024 Feb 07 12:00:00 AM,,,Under Investigation,317 NW 41ST ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001537-24CP,False,False,True,,,rent increase
001552-24CP,6,2024 Feb 07 12:00:00 AM,,,Under Investigation,1715 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001552-24CP,True,False,False,no hot water,,
001781-24CP,6,2024 Feb 14 12:00:00 AM,,,Completed,518 NE 73rd ST,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001781-24CP,False,True,False,,relocation assistance,
001823-24CP,6,2024 Feb 14 12:00:00 AM,,,Under Investigation,6900 EAST GREEN LAKE WAY N,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001823-24CP,False,True,True,,pota,tenant rights
001988-24CP,6,2024 Feb 21 12:00:00 AM,,,Completed,1551 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001988-24CP,False,False,True,,,rent increase
002034-24CP,6,2024 Feb 22 12:00:00 AM,,,Completed,2251 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002034-24CP,False,False,True,,,rent increase
002117-24CP,6,2024 Feb 22 12:00:00 AM,,,Under Investigation,9313 26TH PL NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002117-24CP,False,True,False,,threaten,
002217-24CP,6,2024 Feb 26 12:00:00 AM,,,Under Investigation,7415 5TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002217-24CP,False,True,True,,pota,tenant rights
002220-24CP,6,2024 Feb 27 12:00:00 AM,,,Completed,3800 LINDEN AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002220-24CP,True,False,True,mold|moisture|no smoke alarm,,late fees
002257-24CP,6,2024 Feb 28 12:00:00 AM,,,Closed,537 NE RAVENNA BLVD,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002257-24CP,False,False,True,,,rent increase
002351-24CP,6,2024 Mar 01 12:00:00 AM,,,Closed,2200 NW 58TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002351-24CP,False,True,False,,threaten,
002391-24CP,6,2024 Mar 04 12:00:00 AM,,,Completed,8541 PHINNEY AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002391-24CP,False,False,True,,,rent increase
002419-24CP,6,2024 Mar 04 12:00:00 AM,,,Under Investigation,5814 22ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002419-24CP,True,False,False,no hot water,,
002455-24CP,6,2024 Mar 05 12:00:00 AM,,,Completed,2424 NW 59TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002455-24CP,False,False,True,,,rent increase
002497-24CP,6,2024 Mar 05 12:00:00 AM,,,Under Investigation,8508 18TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002497-24CP,False,False,True,,,tenant rights
002701-24CP,6,2024 Mar 11 12:00:00 AM,,,Completed,4314 32ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002701-24CP,False,False,True,,,just cause
002717-24CP,6,2024 Mar 11 12:00:00 AM,2024 Mar 20 12:00:00 AM,Completed,Under Investigation,6860 EAST GREEN LAKE WAY N,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002717-24CP,False,True,True,,pota,tenant rights
002741-24CP,6,2024 Mar 12 12:00:00 AM,,,Completed,1423 N 52ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002741-24CP,False,True,False,,trao,
002778-24CP,6,2024 Mar 13 12:00:00 AM,,,Completed,2003 NW 57TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002778-24CP,True,False,False,leak,,
002949-24CP,6,2024 Mar 18 12:00:00 AM,2024 Apr 03 12:00:00 AM,Completed,Under Investigation,8105 GREENWOOD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002949-24CP,True,False,False,leak|mold|black mold,,
003038-24CP,6,2024 Mar 19 12:00:00 AM,,,Closed,6303 22ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003038-24CP,False,True,True,,pota,tenant rights
003264-24CP,6,2024 Mar 25 12:00:00 AM,,,Under Investigation,3400 36TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003264-24CP,False,False,True,,,tenant rights
003405-24CP,6,2024 Mar 29 12:00:00 AM,,,Completed,2003 NW 57TH ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003405-24CP,True,False,True,garbage,,rent increase
003458-24CP,6,2024 Apr 01 12:00:00 AM,,,Under Investigation,3636 FREMONT LN N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003458-24CP,False,True,False,,retaliat,
003869-24CP,6,2024 Apr 10 12:00:00 AM,,,Closed,3017 NW 75TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003869-24CP,True,False,False,unsafe,,
