RECORDNUM,ADDRESS,ZIP,DISTRICT,OPENDATE,OPENYEAR,STATUS,LASTINSPRESULT,RECORDTYPE,CATEGORIES,HIT_PHRASES,HAS_PERMIT_OVERLAP,DESCRIPTION_SNIPPET
"002616-17CP","8411 5TH AVE SW","98106","1","2017 APR 07 12:00:00 AM","2017","COMPLETED","","REQUEST","RETALIATION","RETALIATION","YES","PER PHONE COMPLAINT: SECURITY DEPOSIT LIMITS ORDINANCE VIOLATION + RETALIATION.COMPLAINANT WAS SCHEDULED TO MOVE IN ON 4/8/17, BUT THE OWNER OF PROPERTY CALLED ON 4/4/17 TO RESCIND OFFFER.COMPLAINANT ASKED TO HAVE THE LEASE CONTRACT AMENDED FOR THE L"
"002623-17CP","4614 S BRIGHTON ST","98118","2","2017 APR 07 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS|RETALIATION","RODENT|RETALIATION","YES","PER PHONE COMPLAINT: JCEO VIOLATION + RETALIATION.COMPLAINANT MADE A HOUSE COMPLAINT SR #68321 ON 1/3/17 THAT TURNED INTO CASE #1039434. SHE COMPLAINED ABOUT A RODENT INFESTATION AND POSSIBLE OTHER HBMC VIOLATIONS. THE CASE IS STILL NOT RESOLVED.ON 4"
"002645-17CP","3116 NE 120TH ST","98125","5","2017 APR 10 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","ON 3/8/17, TENANT RECEIVED A WRITTEN NOTICE TO VACATE BY 3/31/17. THE NOTICE REFERENCED RCW 69.50 AND CLAIMED THAT ""THE ACTION IS BEING TAKEN FOR ILLEGAL DRUGS"". A COURT ORDER OF PROTECTION HAS BEEN ISSUED AGAINST THE COMPLAINANT, WHICH PREVENTS THEM"
"002647-17CP","9257 51ST AVE S","98118","2","2017 APR 10 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT|MOLD_MOISTURE","RELOCATION ASSISTANCE|WATER DAMAGE","YES","TENANTS RE-SIGNED A 1-YEAR LEASE AGREEMENT IN NOV. 2016. UNIT HAS SINCE EXPERIENCED SUBSTANTIAL WATER DAMAGE IN WHICH REPAIR WORK WAS REQUIRED (I.E., CONTRACTORS REMOVED PORTIONS OF THE UNIT FOR APPROXIMATELY 1 MONTH). THE LANDLORD CLAIMED THAT FURTH"
"002649-17CP","9103 8TH AVE S","98108","1","2017 APR 10 12:00:00 AM","2017","COMPLETED","","REQUEST","MOLD_MOISTURE","MOLD","YES","COMPLAINANT RENTS A ROOM IN AN OWNER-OCCUPIED HOUSE. THERE ARE LEAKS IN THE ROOF, WHICH IS CAUSING LARGE SECTIONS OF DRYWALL FROM THE CEILING TO FALL IN THE BEDROOM AND LIVING ROOM. BLACK MOLD IS PRESENT THROUGHOUT THE UNIT. LANDLORD IS CONTINUALLY H"
"002717-17CP","1019 NE 127TH ST","98125","5","2017 APR 12 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","COMPLAINANT RENTS A HOUSE WITH A ROOMMATE. A YEAR-LONG LEASE WAS RENEWED IN DEC. 2016; HOWEVER, THE NEW LEASE WAS SIGNED ONLY BY THE ROOMMATE OF THE COMPLAINANT. BOTH THE COMPLAINANT AND ROOMMATE ARE TENANTS WHO HAVE BEEN PAYING RENT TOGETHER. THE RO"
"002758-17CP","9646 53RD AVE S","98118","2","2017 APR 13 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT IS BEING THREATENED WITH EVICTION. HOUSING CODE VIOLATIONS."
"002826-17CP","4810 28TH AVE S","98108","2","2017 APR 19 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION; THREATENING BEHAVIOR.OWNER IN PROCESS OF CONSTRUCTING TWO NEW HOMES ON PROPERTY. COMPLAINANT RECENTLY RECEIVED A 20 DAY VERBAL NOTICE TO VACATE IN ORDER THAT HIS UNIT COULD BE REMODELED. HE IS BEING HARASSED EVERY"
"002890-17CP","5955 21ST AVE SW","98106","1","2017 APR 24 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|DISPLACEMENT_CONSTRUCT","EVICT|RELOCATION ASSISTANCE","YES","PER ONLINE COMPLAINT: JUST CAUSE EVICTION OR TENANT RELOCATION. TENET HAS A MONTH TO MONTH RENTAL AGREEMENT WITH OWNER. OWNER THAN SOLD PROPERTY WITH OUT NOTIFYING TENT IN ANY WAY OR RELOCATION ASSISTANCE. TENET HAS ALREADY PAID FULL RENT FOR THE MON"
"002931-17CP","7920 9TH AVE SW","98106","1","2017 APR 25 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT","REDEVELOP","YES","PER PHONE COMPLAINT: TRAO & JCEO INQUIRY.PREVIOUS OWNER PROVIDED 90 DAY NOTIFICATION OF SALE. COMPLAINANT WAS NOTIFIED ON 12/26/16 TO VACATE BY END OF MARCH 2017. THE NEW OWNER HAS STARTED CONSTRUCTION OF ADDITIONAL UNITS AT REAR OF PROPERTY AND HAS "
"002978-17CP","1207 SW CAMBRIDGE ST","98106","1","2017 APR 27 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION - SUBLET SITUATION.COMPLAINANT SIGNED MONTH TO MONTH LEASE ON 2/26/17 WITH BARAN EBRAHIMI. SHE LIVES IN ONE OF THREE BEDROOMS AND SHE IS ONE OF THREE RESIDENTS. COMPLAINANT ASSUMED BARAN EBRAHIMI WAS THE OWNER,BUT "
"003000-17CP","10529 ASHWORTH AVE N","98133","5","2017 APR 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|RETALIATION","EVICT|RETALIATION","YES","ONLINE - ROBIN LOOR ATTEMPTED TO UNLAWFULLY EVICT ME AND COERCE ME INTO SIGNING A FIXED-TERM LEASE WAVING MY RIGHTS UNDER SMC 22.206.160CP DUE TO DISCRIMINATORY REASONS BASED ON MY SOCIAL DISABILITY AND CONSTITUTIONALLY PROTECTED BELIEFS; HE ATTEMPTS"
"003016-17CP","8400 32ND AVE SW","98126","1","2017 APR 28 12:00:00 AM","2017","COMPLETED","COMPLETED","REQUEST","RETALIATION","RETALIATION","YES","PER PHONE COMPLAINT: PROPERTY OWNER RETALIATION.COMPLAINANT MADE HOUSE COMPLAINT CASE #1039943 (STILL NOT RESOLVED) ON 3/16/17.SINCE THAT TIME THE PROPERTY OWNER HAS SERVED HER WITH: (1) NOTICE TO PAY OR VACATE; AND (2) 10 DAY NOTICE TO COMPLY OR VAC"
"003024-17CP","8630 DELRIDGE WAY SW","98106","1","2017 MAY 01 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT IS BEING EVICTED WITHOUT ANY REASON. TRANSFER TO RYAN."
"003035-17CP","12250 ASHWORTH AVE N","98133","5","2017 MAY 01 12:00:00 AM","2017","COMPLETED","","REQUEST","NO_HEAT","NO HEAT","YES","PER ONLINE COMPLAINT: COMPLAINT FILED AGAINST LANDLORD FOR NO HEAT, ETC. ON FEBRUARY 16TH. THE LANDLORD WAS REQUIRED TO MAKE A LIST OF REPAIRS. HE JUST FINISHED THE REPAIRS BUT, APRIL 28TH THE LANDLORD HANDED ME A TERMINATION OF TENANCY AND YELLED AT"
"003080-17CP","2144 N 63RD ST","98103","6","2017 MAY 02 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT RECEIVED A NOTICE TO VACATE (I.E., ""TERMINATION OF LEASEHOLD"") ON FRIDAY, 4/28/17. THE NOTICE MENTIONED THAT THE TENANT HAD 30 DAYS TO VACATE THE UNIT AND THAT THE TENANCY WOULD NOT BE EXTENDED BEYOND THE STIPULATED END OF THE LEASE AGREEMENT."
"003085-17CP","823 S KENYON ST","98108","1","2017 MAY 02 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION.ON 4/15/17, COMPLAINANT RECEIVED A 30 DAY NOTICE TO VACATE WITHOUT PROVIDING A REASON. THE TENANCY IS TO END ON MAY 15TH. COMPLAINANT HAS LIVED IN ROOM TWO (2) YEARS. AND CURRENTLY RENTING MONTH TO MONTH.***(HZT NO"
"003122-17CP","205 19TH AVE E","98112","3","2017 MAY 04 12:00:00 AM","2017","COMPLETED","","REQUEST","RETALIATION","RETALIATION","YES","STOVE/OVEN DOES NOT WORK, HAS BEEN OUT SINCE MAY 1ST. TENANT HAS CONTACTED OWNERS AND HAS NOT HAD ANY RESPONSE AS TO WHETHER THEY'VE RECEIVED THE MESSAGE OR IF THEY WILL FIX. TENANT IS NOT READY TO COMPLAIN, WANTS TO KNOW RIGHTS FIRST IN FEAR OF RETA"
"003164-17CP","13052 35TH AVE NE","98125","5","2017 MAY 08 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION.ON 2/18/17, THE COMPLAINANT RECEIVED A NOTICE TO VACATE BY MAY 31ST, 2017. THE NOTICE DOES NOT PROVIDE A REASON.SHE HAS LIVED AT THE LOCATION FOR 14 YEARS, AND HAS RECEIVED THE SUPPORT OF A SECTION 8 SUDSIDY VOUCHE"
"003194-17CP","5802 15TH AVE S","98108","2","2017 MAY 10 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT IS BEING EVICTED. RECEIVED A 20 DAY NOTICE TO LEAVE THE UNIT.TRANSFER TO RYAN."
"003273-17CP","1617 SW BARTON ST","98106","1","2017 MAY 12 12:00:00 AM","2017","COMPLETED","","REQUEST","PESTS","BEDBUG","YES","TENANT HAS SEVERAL ISSUES WITH PROPERTY AND LANDLORD IS REFUSING TO FIX, TENANT HAS A SECTION 8 INSPECTION ON 5/17 AND LANDLORD HAS NOT FIXED ANY OF THE THINGS THAT IS NEEDED TO PASS AND SAID HE WILL NOT. LANDLORD HAS BOARDED OFF THE KITCHEN SINK, NO"
"003303-17CP","1110 E JOHN ST","98102","3","2017 MAY 15 12:00:00 AM","2017","COMPLETED","COMPLETED","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","RENT HAS BEEN RAISED 3 TIMES IN THE PAST YEAR. THE LAST RENT INCREASE IS TO GO INTO EFFECT JULY 1ST. PROPERTY IS NOT UP TO CODE H/Z SR70494TRANSFERRED CALL TO MICHELE"
"003311-17CP","106 BELLEVUE AVE E","98102","3","2017 MAY 15 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","NO WORKING FAN IN BATHROOM; WINDOWS ARE NOT WEATHERTIGHT/WATERTIGHT (ROTTING WOOD NEAR WINDOWSILL); CONCERNS ABOUT ELECTRICAL COMPONENTS, PARTICULARLY THE BASEBOARD HEATING SYSTEM; CARPETS ARE WET IN COMMON AREA HALLWAYS - DAMP CONDITIONS DUE TO LACK"
"003609-17CP","3100 AIRPORT WAY S","98134","1","2017 MAY 26 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","VACATE NOTICE","YES","TENANT IS RENTING/SUB LETTING FROM ORIGINAL TENANT. WATER HAS BEEN SHUT OFF, TENANT HAS NO RUNNING WATER. TENANT IS BEING THREATENED AND HAS BEEN GIVEN A 3DAY VACATE NOTICE ILLEGALLY, HE'S NOT EVEN THE OWNER OF THE PROPERTY. HE'S ALSO SHUT OFF THE EL"
"003797-17CP","6410 FLORA AVE S","98108","1","2017 JUN 05 12:00:00 AM","2017","COMPLETED","COMPLETED","REQUEST","EVICTION|DISPLACEMENT_CONSTRUCT","EVICT|RELOCATION ASSISTANCE","YES","LANDLORD PLACED LETTER IN TENANT'S MAILBOX. THE LETTER WAS A NOTICE TO VACATE. TERMINATING MONTH-TO-MONTH LEASE AGREEMENT BECAUSE LANDLORD WANTS TO ""UPGRADE"". TENANT CALLED WITH QUESTIONS ABOUT JUST CAUSE EVICTION AND RELOCATION ASSISTANCE."
"003801-17CP","1609 FAIRVIEW AVE E","98102","","2017 JUN 05 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT RENTS OUT A SLIP FOR HOUSE BARGE. LANDLORD GAVE VERBAL NOTICE TO VACATE - CLAIMS THAT THE TENANT BROKE WATER LINE AT THE MOORING. TENANT CALLED COMPLAINT LINE WITH QUESTIONS ABOUT JUST CAUSE EVICTION."
"003804-17CP","3609 NW 62ND ST","98107","6","2017 JUN 05 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|DISPLACEMENT_CONSTRUCT|NO_REPAIRS","VACATE NOTICE|DEMOLISH|LANDLORD REFUSES","YES","ONGOING PROBLEMS WITH LANDLORD HARASSING TENANT - DISPUTES CULMINATED TO THE POINT IN WHICH THE LANDLORD SERVED TENANT ON 5/16/17. TENANT WAS BEHIND ON RENT AND LANDLORD ALLEGES THAT TENANT WAS GIVEN 3-DAY PAY OR VACATE NOTICE APPROXIMATELY TWO MONTH"
"003829-17CP","535 S DONOVAN ST","98108","1","2017 JUN 06 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","WAS GIVEN EVICTION NOTICE, LANDLORD CHARGING WAY MORE FEES THAN SHOULD BE. TENANT HAD NO DAMAGES, SHE IS WILLING TO PAY EVICTION FEES BUT NOT FOR DAMAGES THAT WERE NOT MADE. TRANSFERRED CALL TO SILKE"
"003925-17CP","160 20TH AVE","98122","3","2017 JUN 08 12:00:00 AM","2017","COMPLETED","","REQUEST","RETALIATION","RETALIATING","YES","DEADBOLT ON DOOR DOES NOT WORKED, REACHED OUT TO LANDLORD SEVERAL TIMES AND IT STILL HAS NOT BEEN FIXED. THE ENTRY DOOR/FRONT GATE DOOR IS DOES NOT WORK EITHER, ANYONE CAN GET IN. COMPLAINANT WORRIED ABOUT HER SAFETY, DV ISSUE AND LANDLORD RETALIATIN"
"003999-17CP","9312 51ST AVE S","98118","2","2017 JUN 12 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","COMPLAINANT STATES LANDLORD IS THREATENING TO EVICT DUE TO ISSUES RAISED IN HOUSING SR 71311. TRANSFERRED PHONE CALL TO MH."
"004137-17CP","4542 18TH AVE NE","98105","4","2017 JUN 15 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","STEEP RENT INCREASE PROPOSED FOR SEPTEMBER.TRANSFERRED CALL TO RW"
"004141-17CP","4228 SW DAWSON ST","98136","1","2017 JUN 15 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER HANDWRITTEN COMPLAINT: PENDING RENT INCREASE.***(HZT NOTES: HBMC VIOLATIONS SR #70480)***"
"004165-17CP","10610 51ST AVE S","98178","2","2017 JUN 16 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER PHONE COMPLAINT: PROHIBITED ACTS VIOLATION.AFTER MAKING A HOUSE COMPLAINT (SR#71309) THE TENANT WAS THREATEN WITH EVICTION BY THE LANDLORD.***(HZT NOTES: EMAIL MESSAGE SENT TO SILKA ANDERSON FOR CALL RECEIVED 6/16/17 1:30PM.)***"
"004224-17CP","3642 33RD AVE S","98144","2","2017 JUN 20 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER WRITTEN EMAIL COMPLAINT:  RENT INCREASE REVIEW.SUPPORTED BY HOUSE SR #71535."
"004286-17CP","2010 NE 54TH ST","98105","4","2017 JUN 21 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT WAS GIVEN A 10DAY EVICTION NOTCE; THEY ARE ON A 1 YEAR LEASE. BASEMENT UNIT, NO WINDOWS. TRANSF TO MISHELE H."
"004467-17CP","10701 63RD AVE S","98178","2","2017 JUN 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT RECEIVED A 30-DAY NOTICE TO VACATE THE RENTAL UNIT (WAS TOLD TO BE OUT BY 6/30/17). LANDLORD VERBALLY TOLD TENANT THAT THE HOME WILL BE SOLD (I.E., ""RECEIVED AN OFFER ONE COULDN'T REFUSE""). TENANT IS RESPONSIBLE FOR UTILITY PAYMENTS, IN WHICH "
"004468-17CP","2440 DELMAR DR E","98102","3","2017 JUN 28 12:00:00 AM","2017","COMPLETED","","REQUEST","DISPLACEMENT_CONSTRUCT|UNINHABITABLE","RELOCATION ASSISTANCE|UNINHABITABLE","YES","TENANT RENTS A UNIT WITHIN A DUPLEX, WHICH EXPERIENCED FIRE DAMAGE SEVERAL WEEKS AGO. FIRE DEPT. RESPONDED AND HAS DEEMED THE UNIT UNINHABITABLE. LANDLORDS HAVE TOLD TENANT THAT THEY WILL RETURN LAST MONTHS RENT AND THE SECURITY DEPOSIT IN FULL. TENA"
"004469-17CP","2440 NW 60TH ST","98107","6","2017 JUN 28 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|DISPLACEMENT_CONSTRUCT","EVICT|RELOCATION ASSISTANCE","YES","ON 6/13/17, THE TENANT RECEIVED A NOTICE TO VACATE BY 7/20/17. THE LANDLORDS, WHO OCCUPY THE ADJACENT UNIT IN THE DUPLEX, STATED THAT THEY'VE ""DECIDED TO REMODEL"". TENANT CALLED THE COMPLAINT LINE WITH QUESTIONS PERTAINING TO JUST CAUSE EVICTION AND "
"004566-17CP","9203 17TH AVE SW","98106","1","2017 JUL 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","LANDLORD IS KICKING THE TENANT OUT, SENT HER A LETTER TO PAY ADDTIONAL $800 BECAUSE OF 3MORE PEOPLE LIVING IN THE UNIT. BLANCA SAYS THERE ISN'T ANYBODY OTHER THAN HER, HER CHILD AND BOYFRIEND, NOBODY ELSE. THE LANDLORD KNOWS THIS AND STILL TRYING TO "
"004719-17CP","6206 44TH AVE NE","98115","4","2017 JUL 10 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","ANNUAL LEASE. RENT INCREASE IS FROM  2600 TO 3300, LESS THAN A MONTH NOTICE. CALL TRANS TO MH"
"004955-17CP","5802 15TH AVE S","98108","2","2017 JUL 17 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT IS BEING EVICTED. DID NOT RECEIVE A PROPER  NOTICE.TRANSFER TO R.W."
"004970-17CP","2404 42ND AVE E","98112","3","2017 JUL 17 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|RENT_RAISE_NO_FIX","NOTICE TO VACATE|RENT INCREASE","YES","CALLER RECEIVED A NOTICE TO VACATE ON 7/5/17 (LESS THAN 30 DAYS IN ADVANCE); RENT INCREASED BY APPROX 9.5%. THE CALLER WAS TRANSFERRED BY DULCIE."
"005168-17CP","101 TAYLOR AVE N","98109","7","2017 JUL 24 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","GOT A NOTICE IN MID-JULY ABOUT A 20% RENT INCREASE IN SEPTEMBER.TRANSFER TO S.A."
"005174-17CP","515 HARVARD AVE E","98102","3","2017 JUL 24 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","GOT A 20 DAY NOTICE ON 20% RENT INCREASE. TRANSFER TO S.A."
"005176-17CP","3625 BEACH DR SW","98116","1","2017 JUL 24 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","GOT A NOTICE A MONTH AGO ABOUT RENT INCREASE ABOUT $120. TRANSFER TO RW"
"005203-17CP","3625 BEACH DR SW","98116","1","2017 JUL 24 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER PHONE COMPLAINT: HBMC VIOLATIONS - RENT INCREASECOMPLAINANT NOTIFIED RENT WILL INCREASE FROM $1,500 TO $1,700 EFFECTIVE 9/1/17.RELATED TO HOUSE SR #72511***HZT NOTES: EMAIL REQUEST SENT TO RYAN WEATHERSTONE TO RETURN CALL FROM 7/24/17.***"
"005230-17CP","5236 CALIFORNIA AVE SW","98136","1","2017 JUL 25 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER PHONE COMPLAINT: PROBIBITED ACTS/JCEO VIOLATIONS.TENANT MADE HOUSE COMPLAINT THAT RESULTED IN CASE #1039240. THE COMPLAINT RELATED TO THE CASE WAS MADE 12/5/17 AND CASE RECENTLY CLOSED ON 4/20/17.ON 7/10/17 THE LANDLORD PROVIDED TENANT A NOTICE T"
"005236-17CP","308 28TH AVE S","98144","3","2017 JUL 25 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|RETALIATION","NOTICE TO VACATE|RETALIATING","YES","PER PHONE COMPLAINT: PROHIBITED ACTS BY OWNERS VIOLATION.COMPLAINANT STATED SHE CALLED LAST MONTH AND SPOKE WITH RYAN (SHE THINKS) ABOUT JCEO VIOLATION. THIS COMPLAINT RESULTED IN THE OWNER RECINDING THE NOTICE TO VACATE. RECENTLY, THE OWNER ASKED HE"
"005275-17CP","7500 RENTON AVE S","98118","2","2017 JUL 26 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION|PESTS","NOTICE TO VACATE|ROACH","YES","PER PHONE COMPLAINT: JCEO VIOLATION / PROHIBITED ACTS.RECENTLY, THE COMPLAINANT REQUESTED OWNER TO ADDRESS ITEMS IN UNIT: ROACHES AND WATER LEAK UNDER KITCHEN SINK. NOT LONG AFTER MAKING COMPLAINTS TO OWNER THE TENANT RECEIVED A NOTICE TO VACATE. ***"
"005284-17CP","5818 15TH AVE S","98108","2","2017 JUL 27 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER PHONE CALL: NOTICE OF $300 RENT INCREASE ISSUED 7/26/17 FOR 9/1/17 RENT. MORE THAN 10% INCREASE/LESS THAN 60 DAYS NOTICE. TRANSFERRED TO RW."
"005339-17CP","5033 BROOKLYN AVE NE","98105","4","2017 JUL 27 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","TENANT IS ON A MONTH-TO-MONTH LEASE AND GOT A RENT INCREASE NOTICE FROM $730 TO $895THERE IS A HBMC CASE 1040720TRANSFER TO RW"
"005342-17CP","1821 25TH AVE E","98112","3","2017 JUL 27 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT GOT A 10-DAY NOTICE OF EVICTION. TRANSFER TO RW"
"005427-17CP","9042 38TH AVE SW","98126","1","2017 AUG 01 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER PHONE CALL: TENANT CLAIMS EVICTION NOTICE ISSUED IS IN VIOLATION OF JCEO. HOUSING SR CREATED FOR HBMC VIOLATIONS.CALLER STATED HE HAD ALREADY SPOKEN TO RW AND WOULD FOLLOW UP WITH HIM."
"005429-17CP","1728 E OLIVE ST","98122","3","2017 AUG 01 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER PHONE COMPLAINT: ILLEGAL LOCK OUT.TENANT RETURNED HOME FROM RUNNING AN ERRAND AND MANAGEMENT WAS IN THE PROCESS OF CHANGING THE LOCKS ON HER UNIT DOOR. SHE WAS SERVED A 20 DAY NOTICE TO VACATE ON 7/10/17 TO LEAVE BY 7/31/17. SHE IS ON A MONTH TO "
"005506-17CP","306 N 82ND ST","98103","6","2017 AUG 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","TENANT RECEIVED A 10-DAY NOTICE TO COMPLY WITH RENTAL AGREEMENT (I.E., PAY) OR VACATE. TENANT CLAIMS THAT THERE HAS BEEN DISPUTES WITH LANDLORD IN THE PAST (LAWYERS HAVE BEEN INVOLVED). TENANT BELIEVES THAT LANDLORD IS MAKING UP FEES AND HARASSING TE"
"005508-17CP","1945 10TH AVE W","98119","7","2017 AUG 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","ON 7/24/17, THE TENANT RECEIVED A 3-DAY NOTICE TO VACATE. TENANT HAD INSTALLED A PEEL & STICK FLOOR AND CABINET TO BATHROOM WITHIN RENTAL UNIT. MGMT HAS CLAIMED THAT THE WORK HAS RESULTED IN THOUSANDS OF DOLLARS OF DAMAGE. TENANT IS IN A 1-YEAR LEASE"
"005523-17CP","322 20TH AVE","98122","3","2017 AUG 03 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER ONLINE COMPLAINT: NEW OWNER SEEKS TO EVICT TENANTS W/O JUST CAUSE OR RELO, HOWEVER (1) ALL NOTICES REQUIRED IN FORECLOSURE WERE NOT MADE AS REQUIRED BY LAW, AND (2) RESIDENTS HERE ARE ""TENANTS"" UNDER SMC 22.210.030(N) BY VIRTUE OF REFERENCE TO RE"
"005564-17CP","5518 S WALLACE ST","98178","2","2017 AUG 04 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","NOTICE TO VACATE","YES","PER PHONE COMPLAINT: JCEO VIOLATION.ON 8/2/17 COMPLAINANT RECEIVED A NOTICE TO VACATE BY END OF MONTH ON 8/31/17. SHE SIGNED A LEASE THAT DOES NOT CLEARLY LIST THE TERMS IN WRITING, BUT THERE WAS A VERBAL AGREEMENT FOR A ONE (1) YEAR LEASE STARTING J"
"005577-17CP","5033 BROOKLYN AVE NE","98105","4","2017 AUG 07 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","PER PHONE COMPLAINT: RENT INCREASE - HBMC VIOLATIONS.EFFECTIVE 10/1/17 THE COMPLAINANT'S RENT WILL INCREASE FROM $625 TO $950. HE RECEIVED A LETTER LAST WEEK. HE FEELS THE RENT INCREASE DOES NOT SUPPORT THE CONDITION OF THE UNIT. ALSO, HE HAD A RENT "
"005817-17CP","10011 WALLINGFORD AVE N","98133","5","2017 AUG 15 12:00:00 AM","2017","COMPLETED","","REQUEST","EVICTION","EVICT","YES","PER ONLINE: ""ILLEGAL UNIT. ILLEGAL RENTAL. ILLEGAL EVICTION & PROPERTY SEIZURE. REFUSAL TO RETURN PROPERTY. ILLEGAL IMPOUND ON VEHICLE. ILLEGAL TRANSITIONAL HOUSING FOR REGISTERED SEX OFFENDERS RECENTLY RELEASED FROM PRISON.""ONGOING SINCE 7/1/17"
"005903-17CP","8630 RAINIER AVE S","98118","2","2017 AUG 16 12:00:00 AM","2017","COMPLETED","","REQUEST","RENT_RAISE_NO_FIX","RENT INCREASE","YES","THE ONLY ELEVATOR IN THE ENTIRE COMPLEX HAS BEEN OUT OF ORDER SINCE BEFORE NOV 2015. SEVERAL TENANTS IN THE COMPLEX ARE PHYSICALLY HANDICAPPED AND/OR ELDERLY. MGMT HAS NOT TAKEN ANY STEPS TO MAKE REPAIRS (SIGN SAYS ""ELEVATOR WILL BE CLOSED UNTIL FURT"
"006000-17CP","1251 TAYLOR AVE N","98109","7","2017 AUG 21 12:00:00 AM","2017","COMPLETED","","REQUEST","NO_REPAIRS","MANAGEMENT REFUSES","YES","PER PHONE CALL: MANAGEMENT HAS ENTERED UNIT 8 TIMES IN THE PAST MONTH WITHOUT PROPER NOTICE. COMPLAINANT HAS WRITTEN TO MANAGEMENT WITH RCW, BUT MANAGEMENT REFUSES TO COMPLY OR PROVIDE NOTICE."
