RecordNum,District,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations,HealthSafetyTermsFound,HarassmentTermsFound,RightsTermsFound
005635-16CP,7,2016 Aug 11 12:00:00 AM,,,Completed,1000 8TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005635-16CP,True,False,False,mice,,
005823-16CP,7,2016 Aug 18 12:00:00 AM,,,Completed,901 6TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005823-16CP,True,False,False,roaches,,
005969-16CP,7,2016 Aug 23 12:00:00 AM,2016 Oct 05 12:00:00 AM,Completed,Completed,3816 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005969-16CP,True,False,False,mold|black mold,,
006144-16CP,7,2016 Aug 31 12:00:00 AM,,,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006144-16CP,True,False,False,infestation|bedbug,,
006317-16CP,7,2016 Sep 09 12:00:00 AM,2016 Oct 05 12:00:00 AM,Completed,Completed,1 DRAVUS ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006317-16CP,True,False,False,leak|leaks,,
006405-16CP,7,2016 Sep 12 12:00:00 AM,2016 Oct 05 12:00:00 AM,Completed,Completed,813 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006405-16CP,True,False,False,mold|infestation,,
006613-16CP,7,2016 Sep 22 12:00:00 AM,2016 Nov 14 12:00:00 AM,Completed,Completed,43 W DRAVUS ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006613-16CP,True,False,False,leak|leaks|infestation|unsafe,,
007148-16CP,7,2016 Oct 18 12:00:00 AM,2016 Nov 02 12:00:00 AM,Completed,Completed,2230 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007148-16CP,True,False,False,leak|leaking|mold|moisture,,
007353-16CP,7,2016 Oct 31 12:00:00 AM,2016 Nov 07 12:00:00 AM,Completed,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007353-16CP,True,False,False,no hot water,,
007366-16CP,7,2016 Nov 01 12:00:00 AM,,,Completed,2800 WESTERN AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007366-16CP,True,True,False,leak|mold,threaten|after reporting,
007399-16CP,7,2016 Nov 02 12:00:00 AM,2016 Nov 16 12:00:00 AM,Completed,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007399-16CP,True,False,False,mold|infestation|bed bug,,
007703-16CP,7,2016 Nov 22 12:00:00 AM,2016 Dec 05 12:00:00 AM,Completed,Completed,715 4TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007703-16CP,True,False,False,leak|mold,,
007714-16CP,7,2016 Nov 22 12:00:00 AM,2016 Nov 23 12:00:00 AM,Completed,Completed,2845 PATTEN PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007714-16CP,True,False,False,unsafe,,
007925-16CP,7,2016 Dec 09 12:00:00 AM,2017 Jan 04 12:00:00 AM,Completed,Completed,3115 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007925-16CP,True,True,False,leak|leaking|mold,threaten,
007940-16CP,7,2016 Dec 12 12:00:00 AM,2016 Dec 28 12:00:00 AM,Completed,Completed,3240 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007940-16CP,True,False,False,leak|leaking,,
008046-16CP,7,2016 Dec 19 12:00:00 AM,2016 Dec 22 12:00:00 AM,Completed,Completed,2230 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008046-16CP,True,False,False,leak|mold|black mold|broken door,,
008137-16CP,7,2016 Dec 27 12:00:00 AM,2017 Jan 19 12:00:00 AM,Completed,Completed,2510 WESTERN AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008137-16CP,True,False,False,leak|leaking,,
008139-16CP,7,2016 Dec 27 12:00:00 AM,2017 Jan 04 12:00:00 AM,Completed,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008139-16CP,True,False,False,flooding,,
008182-16CP,7,2016 Dec 29 12:00:00 AM,2017 Jan 04 12:00:00 AM,Completed,Completed,2546 WARREN AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008182-16CP,True,False,False,mold|no carbon monoxide,,
1036498-VI,7,2016 Jan 05 12:00:00 AM,2016 Feb 17 12:00:00 AM,Compliance Achieved,Completed,1928 12TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036498-VI,True,False,False,mold|dampness,,
1036535-VI,7,2016 Jan 13 12:00:00 AM,2016 Dec 08 12:00:00 AM,Compliance Achieved,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036535-VI,True,False,False,roaches|bed bug,,
1036789-VI,7,2016 Feb 18 12:00:00 AM,2016 May 24 12:00:00 AM,Compliance Achieved,Completed,3428 25TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036789-VI,True,False,False,leak|leaking|mold|pest control|unsafe,,
1036918-TR,7,2016 Mar 04 12:00:00 AM,,,Completed,2500 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036918-TR,False,True,False,,tenant relocation,
1037010-VI,7,2016 Mar 15 12:00:00 AM,2016 Aug 22 12:00:00 AM,Compliance Achieved,Completed,3600 26TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037010-VI,True,False,False,leak|leaking|leaks|mold|collapse,,
1037073-VI,7,2016 Mar 23 12:00:00 AM,2016 Apr 25 12:00:00 AM,Compliance Achieved,Completed,3227 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037073-VI,True,False,False,sewage|odor,,
1037086-VI,7,2016 Mar 24 12:00:00 AM,2016 May 16 12:00:00 AM,Compliance Achieved,Completed,524 6TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037086-VI,True,False,False,leak|leaking|roof leak|mold,,
1037403-TR,7,2016 May 06 12:00:00 AM,,,Completed,571 VALLEY ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037403-TR,False,True,False,,tenant relocation,
1037422-TR,7,2016 May 09 12:00:00 AM,2016 Oct 21 12:00:00 AM,Vacant,Completed,422 YALE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037422-TR,False,True,False,,tenant relocation,
1037448-TR,7,2016 May 12 12:00:00 AM,2016 Aug 30 12:00:00 AM,Vacant,Completed,2264 12TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037448-TR,False,True,False,,tenant relocation,
1037470-VI,7,2016 May 17 12:00:00 AM,2017 Mar 09 12:00:00 AM,Compliance Achieved,Completed,3213 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037470-VI,True,True,True,mold|cockroach|roaches|hazard|fire hazard,tenant relocation,rent increase|just cause
1037484-VI,7,2016 May 19 12:00:00 AM,2017 May 03 12:00:00 AM,Compliance Achieved,Completed,3816 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037484-VI,True,False,False,mold,,
1037578-TR,7,2016 Jun 01 12:00:00 AM,2016 Oct 20 12:00:00 AM,Vacant,Issued,526 W MERCER ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037578-TR,False,True,False,,tenant relocation,
1037589-VI,7,2016 Jun 02 12:00:00 AM,2016 Sep 20 12:00:00 AM,Compliance Achieved,Completed,1711 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037589-VI,True,False,False,flooded|collapse,,
1037852-TR,7,2016 Jul 07 12:00:00 AM,,,Completed,2572 GILMAN DR W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037852-TR,False,True,False,,tenant relocation,
1037898-VI,7,2016 Jul 13 12:00:00 AM,2016 Sep 30 12:00:00 AM,Compliance Achieved,Completed,2224 2ND AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037898-VI,True,False,False,structural,,
1037904-VI,7,2016 Jul 14 12:00:00 AM,2016 Sep 21 12:00:00 AM,Compliance Achieved,Completed,718 4TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037904-VI,True,False,False,infestation|rodent,,
1037930-VI,7,2016 Jul 19 12:00:00 AM,2016 Nov 03 12:00:00 AM,Compliance Achieved,Completed,215 W MERCER ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037930-VI,True,True,False,leak|leaks|mold|infestation,pota,
1037959-TR,7,2016 Jul 21 12:00:00 AM,,,Completed,203 W REPUBLICAN ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037959-TR,False,True,False,,tenant relocation,
1038176-VI,7,2016 Aug 17 12:00:00 AM,2017 Jan 10 12:00:00 AM,Compliance Achieved,Completed,420 BLANCHARD ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038176-VI,True,False,False,water damage|mold|moisture,,
1038213-VI,7,2016 Aug 22 12:00:00 AM,2017 Mar 09 12:00:00 AM,Compliance Achieved,Completed,3600 26TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038213-VI,True,False,False,leak|leaking|unsafe,,
1038281-VI,7,2016 Aug 30 12:00:00 AM,2017 Mar 01 12:00:00 AM,Compliance Achieved,Completed,302 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038281-VI,True,False,False,leak|leaking,,
1038316-TR,7,2016 Sep 01 12:00:00 AM,,,Completed,1515 10TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038316-TR,False,True,False,,tenant relocation,
1038339-TR,7,2016 Sep 06 12:00:00 AM,,,Completed,2305 W RAYE ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038339-TR,False,True,False,,tenant relocation,
1038407-TR,7,2016 Sep 13 12:00:00 AM,,,Completed,1106 6TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038407-TR,False,True,False,,tenant relocation,
1038433-TR,7,2016 Sep 16 12:00:00 AM,,,Completed,1116 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038433-TR,False,True,False,,tenant relocation,
1038723-TR,7,2016 Oct 25 12:00:00 AM,,,Completed,3416 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038723-TR,False,True,False,,tenant relocation,
1038804-VI,7,2016 Nov 02 12:00:00 AM,2017 Jul 25 12:00:00 AM,Compliance Achieved,Completed,2230 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038804-VI,True,False,False,leak|leaking|mold|moisture,,
1038808-TR,7,2016 Nov 02 12:00:00 AM,,,Completed,1918 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038808-TR,False,True,False,,tenant relocation,
1038930-VI,7,2016 Nov 17 12:00:00 AM,2016 Dec 08 12:00:00 AM,Compliance Achieved,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038930-VI,True,False,False,mold|infestation|bed bug,,
1039023-VI,7,2016 Dec 05 12:00:00 AM,2017 Mar 09 12:00:00 AM,Compliance Achieved,Completed,715 4TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039023-VI,True,False,False,leak|mold,,
1039028-TR,7,2016 Dec 05 12:00:00 AM,,,Completed,2043 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039028-TR,False,True,False,,tenant relocation,
1039091-TR,7,2016 Dec 15 12:00:00 AM,2017 Feb 21 12:00:00 AM,Vacant,Completed,2660 9TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039091-TR,False,True,False,,tenant relocation,
1039154-VI,7,2016 Dec 27 12:00:00 AM,2017 Jul 25 12:00:00 AM,Compliance Achieved,Completed,2230 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039154-VI,True,False,False,leak|mold|black mold|broken door,,
1039168-VI,7,2016 Dec 28 12:00:00 AM,2017 Mar 28 12:00:00 AM,Compliance Achieved,Completed,3240 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039168-VI,True,False,False,leak|leaking,,
001090-17CP,7,2017 Jan 09 12:00:00 AM,2017 Jan 31 12:00:00 AM,Completed,Completed,2546 WARREN AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001090-17CP,True,False,False,no heat,,
001096-17CP,7,2017 Jan 09 12:00:00 AM,2017 Jan 25 12:00:00 AM,Completed,Completed,1170 HARRISON ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001096-17CP,True,False,False,no hot water,,
001133-17CP,7,2017 Jan 10 12:00:00 AM,2017 Jan 23 12:00:00 AM,Completed,Completed,919 STEWART ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001133-17CP,True,False,False,infestation|bedbug,,
001263-17CP,7,2017 Jan 19 12:00:00 AM,,,Completed,401 MERCER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001263-17CP,True,False,False,leak|leaks|water damage,,
001379-17CP,7,2017 Jan 25 12:00:00 AM,2017 Jan 26 12:00:00 AM,Completed,Completed,1413 4TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001379-17CP,False,True,False,,threaten,
001555-17CP,7,2017 Feb 07 12:00:00 AM,2017 Mar 07 12:00:00 AM,Completed,Completed,1401 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001555-17CP,True,False,False,leak|leaks|roof leak,,
001605-17CP,7,2017 Feb 09 12:00:00 AM,2017 Feb 15 12:00:00 AM,Completed,Completed,600 GALER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001605-17CP,True,False,False,leak|leaking|mold,,
001685-17CP,7,2017 Feb 14 12:00:00 AM,2017 Mar 09 12:00:00 AM,Completed,Completed,2219 2ND AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001685-17CP,True,False,False,structural|fumes,,
001688-17CP,7,2017 Feb 14 12:00:00 AM,2017 Mar 28 12:00:00 AM,Completed,Completed,3240 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001688-17CP,True,False,False,leak|leaks|mold,,
001726-17CP,7,2017 Feb 17 12:00:00 AM,2017 Mar 07 12:00:00 AM,Completed,Completed,1301 W EMERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001726-17CP,True,False,False,mold|poor ventilation,,
001728-17CP,7,2017 Feb 17 12:00:00 AM,2017 Mar 06 12:00:00 AM,Completed,Completed,1922 9TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001728-17CP,True,False,False,bed bug,,
001909-17CP,7,2017 Feb 28 12:00:00 AM,2017 Mar 28 12:00:00 AM,Completed,Completed,2249 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001909-17CP,True,False,False,mold|black mold,,
002041-17CP,7,2017 Mar 07 12:00:00 AM,2017 Apr 18 12:00:00 AM,Completed,Completed,1167 REPUBLICAN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002041-17CP,True,False,False,no hot water,,
002064-17CP,7,2017 Mar 08 12:00:00 AM,2017 Mar 09 12:00:00 AM,Completed,Completed,41 DRAVUS ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002064-17CP,True,False,False,water damage|mold,,
002117-17CP,7,2017 Mar 13 12:00:00 AM,2017 Mar 21 12:00:00 AM,Completed,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002117-17CP,True,False,False,hazard,,
002891-17CP,7,2017 Apr 24 12:00:00 AM,2017 Apr 26 12:00:00 AM,Completed,Completed,419 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002891-17CP,True,False,False,unsafe,,
002923-17CP,7,2017 Apr 25 12:00:00 AM,2017 May 02 12:00:00 AM,Completed,Completed,2315 W BOSTON ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002923-17CP,True,False,False,mold,,
002924-17CP,7,2017 Apr 25 12:00:00 AM,2017 Jul 14 12:00:00 AM,Completed,Completed,111 CEDAR ST,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002924-17CP,True,False,False,hazard|garbage,,
002934-17CP,7,2017 Apr 25 12:00:00 AM,2017 Oct 06 12:00:00 AM,Completed,Completed,3246 CONKLING PL W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002934-17CP,True,False,False,water damage|mold,,
003129-17CP,7,2017 May 04 12:00:00 AM,2017 Jun 06 12:00:00 AM,Completed,Completed,3250 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003129-17CP,True,False,False,leak|leaks|mold,,
003356-17CP,7,2017 May 17 12:00:00 AM,2017 May 22 12:00:00 AM,Completed,Completed,206 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003356-17CP,True,False,False,unsafe,,
003408-17CP,7,2017 May 18 12:00:00 AM,2017 May 31 12:00:00 AM,Completed,Completed,1902 2ND AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003408-17CP,True,False,False,mold,,
004198-17CP,7,2017 Jun 19 12:00:00 AM,2017 Jul 18 12:00:00 AM,Completed,Completed,80 STEWART ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004198-17CP,True,False,False,bed bug|pest control,,
004850-17CP,7,2017 Jul 13 12:00:00 AM,2017 Aug 03 12:00:00 AM,Completed,Completed,1949 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004850-17CP,True,False,False,mold,,
005121-17CP,7,2017 Jul 21 12:00:00 AM,,,Completed,2334 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005121-17CP,True,False,False,hazard|fire hazard,,
005446-17CP,7,2017 Aug 02 12:00:00 AM,,,Completed,100 ALOHA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005446-17CP,False,True,False,,pota,
005449-17CP,7,2017 Aug 02 12:00:00 AM,,,Closed,1525 9TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005449-17CP,True,False,False,flooded,,
005916-17CP,7,2017 Aug 17 12:00:00 AM,2017 Aug 24 12:00:00 AM,Completed,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005916-17CP,True,False,False,infestation|rodent|mice,,
006060-17CP,7,2017 Aug 23 12:00:00 AM,2017 Aug 25 12:00:00 AM,Completed,Completed,1526 3RD AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006060-17CP,True,False,False,bed bug,,
006162-17CP,7,2017 Aug 25 12:00:00 AM,,,Completed,1922 9TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006162-17CP,True,True,False,bedbug|bed bug,pota,
006356-17CP,7,2017 Sep 01 12:00:00 AM,2017 Oct 02 12:00:00 AM,Completed,Completed,1215 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006356-17CP,True,False,False,leak,,
006388-17CP,7,2017 Sep 01 12:00:00 AM,2017 Sep 11 12:00:00 AM,Completed,Completed,310 LYNN ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006388-17CP,True,False,False,mold,,
006477-17CP,7,2017 Sep 07 12:00:00 AM,2017 Sep 19 12:00:00 AM,Completed,Completed,1401 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006477-17CP,True,False,False,leak|leaks|ceiling leak,,
006525-17CP,7,2017 Sep 08 12:00:00 AM,2017 Sep 19 12:00:00 AM,Completed,Completed,1110 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006525-17CP,True,False,False,bedbug,,
006588-17CP,7,2017 Sep 11 12:00:00 AM,2018 Jan 23 12:00:00 AM,Completed,Completed,2648 14TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006588-17CP,True,False,False,mold,,
006709-17CP,7,2017 Sep 15 12:00:00 AM,2017 Sep 26 12:00:00 AM,Withdrawn,Closed,317 MARION ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006709-17CP,True,False,False,mold|black mold,,
006754-17CP,7,2017 Sep 18 12:00:00 AM,2017 Oct 10 12:00:00 AM,Completed,Completed,2626 1ST AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006754-17CP,True,False,False,leak|leaking|mold,,
006755-17CP,7,2017 Sep 18 12:00:00 AM,2018 Jan 23 12:00:00 AM,Completed,Completed,7 W DRAVUS ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006755-17CP,True,False,False,leak|leaking,,
006924-17CP,7,2017 Sep 25 12:00:00 AM,2017 Sep 26 12:00:00 AM,Completed,Completed,1401 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006924-17CP,True,True,False,no heat|leak|leaking|leaks|water damage,pota,
007092-17CP,7,2017 Sep 29 12:00:00 AM,2017 Nov 02 12:00:00 AM,Completed,Completed,3539 27TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007092-17CP,True,False,False,fumes|toxic fumes,,
007385-17CP,7,2017 Oct 13 12:00:00 AM,2017 Nov 01 12:00:00 AM,Completed,Completed,408 RAYE ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007385-17CP,True,False,False,infestation,,
007610-17CP,7,2017 Oct 24 12:00:00 AM,2017 Nov 03 12:00:00 AM,Completed,Completed,2008 WESTLAKE AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007610-17CP,True,False,False,bedbug,,
007637-17CP,7,2017 Oct 25 12:00:00 AM,2017 Oct 31 12:00:00 AM,Completed,Completed,2701 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007637-17CP,True,False,False,no hot water,,
007833-17CP,7,2017 Nov 02 12:00:00 AM,,,Completed,2224 2ND AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007833-17CP,True,False,False,mice|roaches,,
008186-17CP,7,2017 Nov 21 12:00:00 AM,2017 Nov 22 12:00:00 AM,Completed,Completed,716 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008186-17CP,False,True,False,,pota,
008208-17CP,7,2017 Nov 21 12:00:00 AM,2017 Dec 19 12:00:00 AM,Completed,Completed,520 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008208-17CP,True,False,False,structural,,
008222-17CP,7,2017 Nov 22 12:00:00 AM,,,Completed,903 9TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008222-17CP,True,False,False,broken window,,
008300-17CP,7,2017 Nov 30 12:00:00 AM,2018 Mar 29 12:00:00 AM,Completed,Completed,2541 MAYFAIR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008300-17CP,True,False,False,mold|poor ventilation,,
008315-17CP,7,2017 Nov 30 12:00:00 AM,2017 Dec 19 12:00:00 AM,Completed,Completed,2510 WESTERN AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008315-17CP,True,False,False,infestation,,
008359-17CP,7,2017 Dec 01 12:00:00 AM,2018 Jan 23 12:00:00 AM,Completed,Completed,3250 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008359-17CP,True,False,False,leak|ceiling leak|mold|mildew,,
008488-17CP,7,2017 Dec 11 12:00:00 AM,2018 Jan 03 12:00:00 AM,Completed,Completed,2048 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008488-17CP,True,False,False,leak|leaking|mold,,
008764-17CP,7,2017 Dec 29 12:00:00 AM,2018 Jan 11 12:00:00 AM,Completed,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008764-17CP,True,False,False,water damage|mold|black mold|asbestos,,
1039187-VI,7,2017 Jan 04 12:00:00 AM,2017 Mar 07 12:00:00 AM,Compliance Achieved,Completed,3115 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039187-VI,True,True,False,leak|leaking|mold,threaten,
1039202-VI,7,2017 Jan 05 12:00:00 AM,2017 Mar 15 12:00:00 AM,Compliance Achieved,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039202-VI,True,False,False,flooding,,
1039618-VI,7,2017 Mar 07 12:00:00 AM,2017 Apr 12 12:00:00 AM,Compliance Achieved,Completed,1301 W EMERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039618-VI,True,False,False,mold|poor ventilation,,
1039660-VI,7,2017 Mar 09 12:00:00 AM,2017 Mar 27 12:00:00 AM,Compliance Achieved,Completed,41 DRAVUS ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039660-VI,True,False,False,water damage|mold,,
1039675-TR,7,2017 Mar 10 12:00:00 AM,,,Completed,155 NICKERSON ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039675-TR,False,True,False,,tenant relocation,
1039691-TR,7,2017 Mar 14 12:00:00 AM,2018 Feb 01 12:00:00 AM,Vacant,Completed,1920 1ST AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039691-TR,False,True,False,,tenant relocation,
1039747-TR,7,2017 Mar 17 12:00:00 AM,,,Completed,3218 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039747-TR,False,True,False,,tenant relocation,
1039811-TR,7,2017 Mar 28 12:00:00 AM,2017 Aug 18 12:00:00 AM,Vacant,Completed,2110 3RD AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039811-TR,False,True,False,,tenant relocation,
1039823-VI,7,2017 Mar 29 12:00:00 AM,2019 Nov 12 12:00:00 AM,Compliance Achieved,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039823-VI,True,False,False,hazard,,
1039895-TR,7,2017 Apr 06 12:00:00 AM,,,Completed,617 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1039895-TR,False,True,False,,tenant relocation,
