RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
006494-15CP,Complaint,Request,,"per online: Apartment 325, exterior unit on NE corner of 2nd Ave W & Harrison W. Exterior sliding door has a single pane of glass which is improperly sealed and bows w/ light pressure, and the deadbolt requires a key from the interior (violation of SMC 22.206.140.5 ?)",2015 Oct 06 12:00:00 AM,2015 Oct 12 12:00:00 AM,Completed,Completed,312 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006494-15CP,47.62158665,-122.35898832,"(47.62158665, -122.35898832)",10,2015,4,10,2015,4,False,False,6,7,True,False,False,True,False,False,False
006550-15CP,Complaint,Request,,per online: Another Tenant on the 6th floor has been allowing their bulldog to pee and poop on the hallway carpet for months without cleaning it up. The stench is so strong that it has become an unlivable environment. This was brought to the attention of the leasing office and they have not fixed the issue.,2015 Oct 08 12:00:00 AM,2015 Oct 14 12:00:00 AM,Completed,Completed,2121 6TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006550-15CP,47.61531295,-122.34042542,"(47.61531295, -122.34042542)",10,2015,4,10,2015,4,False,False,6,7,True,False,False,True,False,False,False
006674-15CP,Complaint,Request,,"""Per CSB"" We've had mice in our apartment for the last few months. Since May. We've reached out to our apartment many times and they have put up some traps but it's not a permanent solution. It's a nice place over all and we've been here for a few years but we can't live with mice. We've discarded at least 6 mice on our own but we've seen so many over the last few months. We need more action than glue traps. I will definitely take pics of anymore mice caught in traps. I can also send pics of th",2015 Oct 15 12:00:00 AM,2015 Oct 22 12:00:00 AM,Completed,Completed,1000 8TH AVE,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006674-15CP,47.60850801,-122.32788026,"(47.60850801, -122.32788026)",10,2015,4,10,2015,4,False,False,7,7,True,False,False,True,True,False,False
006778-15CP,Complaint,Request,,"electrical capacity for unit; zoned as duplex, currently triplex; fallen through stairwell to unit B",2015 Oct 20 12:00:00 AM,2015 Oct 28 12:00:00 AM,Completed,Completed,2223 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006778-15CP,47.63913014,-122.36147952,"(47.63913014, -122.36147952)",10,2015,4,10,2015,4,False,False,8,7,True,False,False,True,False,False,False
006782-15CP,Complaint,Request,,Mold thruought unit.  1/2 of heaters not working including heater in the bedroom.  Improper electrical grounding.,2015 Oct 21 12:00:00 AM,2015 Dec 22 12:00:00 AM,Completed,Completed,2408 2ND AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006782-15CP,47.61519579,-122.3467522,"(47.61519579, -122.3467522)",10,2015,4,12,2015,4,False,False,62,7,True,False,False,True,True,False,False
007016-15CP,Complaint,Request,,Ventilation and egress code violations during construction in the north elevator area (next to the mail room) and the new gym next to the parking garage. See attached correspondence from walk-in complainant.,2015 Nov 02 12:00:00 AM,2015 Nov 05 12:00:00 AM,Completed,Completed,1215 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007016-15CP,47.6301835,-122.34262817,"(47.6301835, -122.34262817)",11,2015,4,11,2015,4,False,False,3,7,True,False,False,True,False,False,True
007023-15CP,Complaint,Request,,"per caller: Mold on the walls and mushy floor in the bathroom; Moldy carpets in rooms, leaking ceiling. The owner is ignoring tenant's requests to fix it up.",2015 Nov 03 12:00:00 AM,2015 Nov 09 12:00:00 AM,Completed,Completed,302 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007023-15CP,47.62696873,-122.36081787,"(47.62696873, -122.36081787)",11,2015,4,11,2015,4,False,False,6,7,True,False,False,True,True,False,False
007036-15CP,Complaint,Request,,"per online: No permit posted on site. Workers continually work before 7am and on a few occasions as late as 9pm at night. Exposed pipes in hallway, wires in entryway, debris in yard. Workers repeatedly ask us for access to our unit.",2015 Nov 04 12:00:00 AM,2015 Nov 09 12:00:00 AM,Completed,Completed,524 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007036-15CP,47.62409847,-122.36297414,"(47.62409847, -122.36297414)",11,2015,4,11,2015,4,False,False,5,7,True,False,False,True,False,False,False
007049-15CP,Complaint,Request,,"per online: Mold exposure. The windows in kitchen, living area and bedroom windows have visible black mold. This is making me sick. Previous mold exposure and was admitted to the emergency room.",2015 Nov 05 12:00:00 AM,2015 Nov 24 12:00:00 AM,Completed,Completed,801 SPRING ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007049-15CP,47.60844753,-122.32857766,"(47.60844753, -122.32857766)",11,2015,4,11,2015,4,False,False,19,7,True,False,False,True,True,False,False
007075-15CP,Complaint,Request,,Former tenant (complainant) says rain water seeping into building from the ceiling has caused mold and significant damage to the common area and units on the 3rd floor. She also said there is black mold all over the exterior walls of the building. She wishes to remain anonymous.,2015 Nov 06 12:00:00 AM,2015 Nov 17 12:00:00 AM,Completed,Completed,3023 20TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007075-15CP,47.64740125,-122.38242637,"(47.64740125, -122.38242637)",11,2015,4,11,2015,4,False,False,11,7,True,False,False,True,True,False,False
007124-15CP,Complaint,Request,,"""Per online complaint"" On the backside of the building the door to the east is nearly inoperable. It is difficult to exit the building because the knob is hard to turn. Have brought this safety issue to their attention with no action. Also concerned we cannot exit windows on western side due to similar doors blocking path",2015 Nov 09 12:00:00 AM,2015 Nov 18 12:00:00 AM,Completed,Completed,25 W ROY ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007124-15CP,47.62561694,-122.35764529,"(47.62561694, -122.35764529)",11,2015,4,11,2015,4,False,False,9,7,True,False,False,True,False,False,False
007205-15CP,Complaint,Request,,per online: We have found mold on multiple occasions. This unit has poor ventilation and extremely high moisture. We've informed our landlord and have taken many steps to prevent mold growth. We think the mold is living in one of our bedroom/closet walls. We have images of all incidents with the mold.,2015 Nov 13 12:00:00 AM,2015 Nov 18 12:00:00 AM,Completed,Closed,1226 TAYLOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007205-15CP,47.63057331,-122.34590721,"(47.63057331, -122.34590721)",11,2015,4,11,2015,4,False,False,5,7,True,False,False,True,True,False,False
007234-15CP,Complaint,Request,,Per CSB: Inspect sudden drop-off from public sidewalk to private sidewalk.  Customer believes the area is hazardous for pedestrians due to uneven walking surface.,2015 Nov 16 12:00:00 AM,2015 Nov 18 12:00:00 AM,Completed,Completed,2334 ELLIOTT AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007234-15CP,47.61283972,-122.34885706,"(47.61283972, -122.34885706)",11,2015,4,11,2015,4,False,False,2,7,True,False,False,True,True,False,False
007305-15CP,Complaint,Request,,"Per Online: ""Emergency light in hall across from stair 5 is not functioning. Test button is broken. During power outage other emergency lights illuminated but this one did not. Hallway was dark and unsafe. Brought this to attention of management 4 weeks ago on 10/22 but management has not repaired light.""",2015 Nov 19 12:00:00 AM,2016 Jan 14 12:00:00 AM,Completed,Completed,2415 WESTERN AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007305-15CP,47.61364907,-122.34932922,"(47.61364907, -122.34932922)",11,2015,4,1,2016,1,False,False,56,7,True,False,False,True,True,False,False
007328-15CP,Complaint,Request,,"Online: ""The landlord is remodeling a unit on the 3rd floor. Supplies are being left out in the hallway that is blocking clear access to the emergency exit and units.***From email to EU on 11/30/15:""ElenaThank you for taking the time to walk me thru the complaint process. I am attaching some pictures I have taken of the work items left in our  hallway and that blocked the emergency door.  When I complained to the person on site, they did relatively nothing to clear the hallway or around the doo",2015 Nov 20 12:00:00 AM,2015 Dec 02 12:00:00 AM,Completed,Completed,3016 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007328-15CP,47.61819278,-122.35433917,"(47.61819278, -122.35433917)",11,2015,4,12,2015,4,False,False,12,7,True,False,False,True,False,False,False
007357-15CP,Complaint,Request,,"There was an electrical fire on Friday evening. Wiring is faulty, wires are exposed and sparking. Has contacted owner several times, there's been no response. Bedroom is the only room that has heat, no hot water. Handyman and Prop. Owner has contacted owner informing that something needs to be done to avoid further damage or another fire. No response. Alysha will show you her unit but would like to remain anonymous.",2015 Nov 23 12:00:00 AM,2015 Dec 22 12:00:00 AM,Completed,Completed,3600 26TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007357-15CP,47.65226877,-122.38842833,"(47.65226877, -122.38842833)",11,2015,4,12,2015,4,False,False,29,7,True,False,False,True,True,False,False
007361-15CP,Complaint,Request,,"per online: My apartment (apartment #2) has had a rat problem since August. I have contacted my property management office numerous times, yet the problem still persists. As early as today (11/21/2015) I have found fresh rat feces in my cabinets. The building is a health risk. Landlord suggests I move",2015 Nov 23 12:00:00 AM,2015 Dec 01 12:00:00 AM,Completed,Completed,1012 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007361-15CP,47.62848039,-122.3564604,"(47.62848039, -122.3564604)",11,2015,4,12,2015,4,False,False,8,7,True,False,False,True,False,False,False
007524-15CP,Complaint,Request,,per caller: walls and ceiling have been leaking for five years.,2015 Dec 07 12:00:00 AM,2015 Dec 09 12:00:00 AM,Completed,Completed,1420 WESTERN AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007524-15CP,47.60806114,-122.3403844,"(47.60806114, -122.3403844)",12,2015,4,12,2015,4,False,False,2,7,True,False,False,True,True,False,False
007528-15CP,Complaint,Request,,"Exposed electrical wiring in basement. Recently constructed an addition that obstructs the rear stairway, allowing about 4 ft of clearance. Two-tired porch in the rear has no handrail and no light.",2015 Dec 07 12:00:00 AM,2015 Dec 07 12:00:00 AM,Completed,Completed,409 GARFIELD ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007528-15CP,47.6329871,-122.3490986,"(47.6329871, -122.3490986)",12,2015,4,12,2015,4,False,False,0,7,True,False,False,True,False,False,False
007540-15CP,Complaint,Request,,"per online: Broken sink to be replaced with a plastic sink with plastic fixtures and not installed completely, communal heater partially works, front door to apartment not closing correctly, unlawful transients roaming building, property grounds filthy, bed bug powder all over the complex.",2015 Dec 07 12:00:00 AM,,,Completed,823 MADISON ST,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007540-15CP,47.60825794,-122.32744091,"(47.60825794, -122.32744091)",12,2015,4,,,,True,True,,7,True,False,False,True,True,False,False
007549-15CP,Complaint,Request,,There are 2 entrances to the building. The door located on the northerly side of the building at 6th Ave N & Lynn St opens to a narrow dirt path which is not a proper walking surface and may be potentially dangerous. Is this a code violation?,2015 Dec 08 12:00:00 AM,2015 Dec 09 12:00:00 AM,Completed,Completed,2150 6TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007549-15CP,47.63897969,-122.34460203,"(47.63897969, -122.34460203)",12,2015,4,12,2015,4,False,False,1,7,True,False,False,True,False,False,True
007596-15CP,Complaint,Request,,Mold in house in bathroom and kitchen sinks. Dampness under both sinks. Mgr is aware and unrepsonsive.,2015 Dec 10 12:00:00 AM,2015 Dec 21 12:00:00 AM,Completed,Completed,1928 12TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007596-15CP,47.63685755,-122.37250519,"(47.63685755, -122.37250519)",12,2015,4,12,2015,4,False,False,11,7,True,False,False,True,True,False,False
007710-15CP,Complaint,Request,,"Windows leak, so bad that towels have to be put down. landlord is aware and has done nothing.",2015 Dec 18 12:00:00 AM,2016 Jan 04 12:00:00 AM,Completed,Completed,1221 QUEEN ANNE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007710-15CP,47.63028873,-122.35697457,"(47.63028873, -122.35697457)",12,2015,4,1,2016,1,False,False,17,7,True,False,False,True,True,False,False
007743-15CP,Complaint,Request,,"Leaking roof & ceilings, causing damage in several areas of home. Also causing mold in certain areas. Landlord has been notified and nothing has been done. Ongong since 9/2015",2015 Dec 21 12:00:00 AM,2016 Jan 04 12:00:00 AM,Completed,Completed,2151 10TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007743-15CP,47.63920984,-122.37062486,"(47.63920984, -122.37062486)",12,2015,4,1,2016,1,False,False,14,7,True,False,False,True,True,False,False
007813-15CP,Complaint,Request,,"Roof is leaking, been ongoing for over a month.",2015 Dec 28 12:00:00 AM,,,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007813-15CP,47.60892711,-122.32897271,"(47.60892711, -122.32897271)",12,2015,4,,,,True,True,,7,True,False,False,True,True,False,False
007830-15CP,Complaint,Request,,No hot water in building for past 7 days.  Managemnt did not reply to tenant for 2-3 days after notification.Note: Plumber told tenant they are replacing boiler.  Demo/New construction permits have been applied for and management may not be motivated to fix this issue.,2015 Dec 29 12:00:00 AM,,,Completed,1249 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007830-15CP,47.63125367,-122.34798582,"(47.63125367, -122.34798582)",12,2015,4,,,,True,True,,7,True,False,False,True,True,False,False
1033680-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 6; total units occupied: 6.  Demolition.,2015 Jan 05 12:00:00 AM,2015 May 20 12:00:00 AM,Vacant,Completed,220 W HARRISON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033680-TR,47.62267072,-122.36039561,"(47.62267072, -122.36039561)",1,2015,1,5,2015,2,False,False,135,7,False,False,False,True,False,True,False
1033826-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total Units: 1; Total Units Occupied: 1.  Demolition.,2015 Jan 23 12:00:00 AM,2015 Apr 03 12:00:00 AM,Vacant,Completed,1936 8TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033826-TR,47.63705331,-122.36733468,"(47.63705331, -122.36733468)",1,2015,1,4,2015,2,False,False,70,7,False,False,False,True,False,True,False
1033832-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total Units: 2; Total Units Occupied: 2.  Demolition.,2015 Jan 23 12:00:00 AM,,,Completed,2124 10TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033832-TR,47.63847362,-122.37010838,"(47.63847362, -122.37010838)",1,2015,1,,,,True,True,,7,False,False,False,True,False,True,False
1033969-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 1; total units occuped: 1.  Demolition.,2015 Feb 10 12:00:00 AM,,,Completed,2125 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033969-TR,47.63827346,-122.34411689,"(47.63827346, -122.34411689)",2,2015,1,,,,True,True,,7,False,False,False,True,False,True,False
1033972-TR,Tenant Relocation,Request,,Issuance of Owner's Certification of Occupancy or No Displacement.,2015 Feb 10 12:00:00 AM,,,Completed,1228 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033972-TR,47.6306756,-122.34727215,"(47.6306756, -122.34727215)",2,2015,1,,,,True,True,,7,False,False,False,True,False,False,False
1033976-TR,Tenant Relocation,Request,,Issuance of Owner's Cerification of Occupancy or No Displacement.,2015 Feb 10 12:00:00 AM,,,Completed,1224 5TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033976-TR,47.63055308,-122.34708992,"(47.63055308, -122.34708992)",2,2015,1,,,,True,True,,7,False,False,False,True,False,False,False
1034149-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 1; total units occupied: 1.  Demolition.,2015 Mar 09 12:00:00 AM,2015 Jul 15 12:00:00 AM,Vacant,Completed,403 GALER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034149-TR,47.63218619,-122.348827,"(47.63218619, -122.348827)",3,2015,1,7,2015,3,False,False,128,7,False,False,False,True,False,True,False
1034161-TR,Tenant Relocation,Request,,Application for a Tenant Relocation LIcense.  Total units: 1; total units occupied: 1.  Demolition.,2015 Mar 11 12:00:00 AM,2015 Jul 15 12:00:00 AM,Vacant,Completed,1805 3RD AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034161-TR,47.63518535,-122.35235162,"(47.63518535, -122.35235162)",3,2015,1,7,2015,3,False,False,126,7,False,False,False,True,False,True,False
1034231-VI,Notice of Violation,Case,,,2015 Mar 18 12:00:00 AM,2015 Mar 16 12:00:00 AM,Compliance Achieved,Completed,3250 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034231-VI,47.65012166,-122.37579903,"(47.65012166, -122.37579903)",3,2015,1,3,2015,1,False,False,-2,7,False,True,False,True,False,False,False
1034296-VI,Notice of Violation,Case,,"Online: ""I have many provable grievances with the Lexington, inadequate heating, illegal wiring (electric wrapped around gas pipe), Gas leaks, running a water heater off of my circuit breaker along with an outlet in the boiler room. Other tenants have issues but decline complaint due to fear of losing home.""",2015 Mar 30 12:00:00 AM,2015 Apr 22 12:00:00 AM,Compliance Achieved,Completed,2408 2ND AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034296-VI,47.61519579,-122.3467522,"(47.61519579, -122.3467522)",3,2015,1,4,2015,2,False,False,23,7,False,True,False,True,True,False,False
1034357-TR,Tenant Relocation,Request,,Issuance of Owner's Certification of Occupancy or No Displacement.,2015 Apr 07 12:00:00 AM,,,Completed,3047 21ST AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034357-TR,47.64799504,-122.38361431,"(47.64799504, -122.38361431)",4,2015,2,,,,True,True,,7,False,False,False,True,False,False,False
1034360-TR,Tenant Relocation,Request,,Issuance of Owner's Certification of Occupany or No Displacement.,2015 Apr 07 12:00:00 AM,,,Completed,3014 4TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034360-TR,47.64715037,-122.36189882,"(47.64715037, -122.36189882)",4,2015,2,,,,True,True,,7,False,False,False,True,False,False,False
1034461-VI,Notice of Violation,Case,,Balcony not safe.  No proper railing.  Kitchen outlet started a fire six months ago and management has not addressed the non-working outlet.  Water leak in bathroom wall.  Mgt looked at it a month ago to fix and now it's worse.,2015 Apr 17 12:00:00 AM,2016 Feb 24 12:00:00 AM,Compliance Achieved,Completed,3250 15TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034461-VI,47.65012166,-122.37579903,"(47.65012166, -122.37579903)",4,2015,2,2,2016,1,False,False,313,7,False,True,False,True,True,False,False
1034481-VI,Notice of Violation,Case,,"per online complaint: Please help on 1) repair to the cabinet under my kitchen sink 2) replace the ""guts"" of toilet that is rusted and ""cycles"" 3) replacing inoperable kitchen fan. Email to prop mgr with reply 12/20/14, hand written 48 hr note shoved under door dated 1/27/15 and added comment by pm. Further docs -ask.",2015 Apr 22 12:00:00 AM,2015 May 29 12:00:00 AM,Compliance Achieved,Completed,324 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034481-VI,47.62694726,-122.36170229,"(47.62694726, -122.36170229)",4,2015,2,5,2015,2,False,False,37,7,False,True,False,True,False,False,False
1034581-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 1; total units occupied: 1.  Demolition.,2015 May 05 12:00:00 AM,,,Completed,1301 W NEWTON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034581-TR,47.63662567,-122.37411584,"(47.63662567, -122.37411584)",5,2015,2,,,,True,True,,7,False,False,False,True,False,True,False
1034595-TR,Tenant Relocation,Request,,Application for a Tenant Relocation license. Total units: 26; total units occupied: 24.  Substantial Rehabilitation.,2015 May 06 12:00:00 AM,2016 Jan 21 12:00:00 AM,Vacant,Completed,303 W OLYMPIC PL,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034595-TR,47.62652957,-122.36083052,"(47.62652957, -122.36083052)",5,2015,2,1,2016,1,False,False,260,7,False,False,False,True,False,True,False
1034612-TR,Tenant Relocation,Request,,Issuance of Owner's Certification of Occupancy or No Displacement.,2015 May 07 12:00:00 AM,,,Completed,1208 W EMERSON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034612-TR,47.65414239,-122.37278431,"(47.65414239, -122.37278431)",5,2015,2,,,,True,True,,7,False,False,False,True,False,False,False
1034698-VI,Notice of Violation,Case,,Balcony seems unstable and wood frame has rot issues.  Mold problems in the bathroom.  Management applied primer with mold killer but mold came back two weeks later.  Manager believes it's inside walls and says owner does not want to do anything.,2015 May 19 12:00:00 AM,2015 Aug 31 12:00:00 AM,Compliance Achieved,Completed,3600 26TH PL W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034698-VI,47.65226877,-122.38842833,"(47.65226877, -122.38842833)",5,2015,2,8,2015,3,False,False,104,7,False,True,False,True,True,False,False
1034809-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 2; total units occupied: 1.  Demolition.,2015 Jun 09 12:00:00 AM,2015 Oct 16 12:00:00 AM,Vacant,Completed,2214 THORNDYKE AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034809-TR,47.63885321,-122.38712338,"(47.63885321, -122.38712338)",6,2015,2,10,2015,4,False,False,129,7,False,False,False,True,False,True,False
1034859-VI,Notice of Violation,Case,,Low water pressure in kitchen sink.  Roof in dis-repair.  Heater malfunctioning.Note: Tenant has lived there for over 1 year.  When they moved in the previous tenant told them that the heater doesn't work so they never turned it on.  She says that the heating system is broken but admits that she never truned it on in fear of a fire.,2015 Jun 17 12:00:00 AM,2016 Mar 24 12:00:00 AM,Compliance Achieved,Completed,2715 W HOWE ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034859-VI,47.63577271,-122.39220142,"(47.63577271, -122.39220142)",6,2015,2,3,2016,1,False,False,281,7,False,True,False,True,False,False,False
1034951-VI,Notice of Violation,Case,,"Per Online: ""Substandard rental housing conditions I have no ceiling and stuff is falling from the inside of the building on to my stuff. As well there was water leaking into my apartment.""",2015 Jun 26 12:00:00 AM,2015 Jun 30 12:00:00 AM,Compliance Achieved,Completed,2602 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034951-VI,47.61768438,-122.34696255,"(47.61768438, -122.34696255)",6,2015,2,6,2015,2,False,False,4,7,False,True,False,True,True,False,False
1034970-VI,Notice of Violation,Case,,,2015 Jun 30 12:00:00 AM,2015 Jun 23 12:00:00 AM,Compliance Achieved,Completed,1301 W NEWTON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034970-VI,47.63662567,-122.37411584,"(47.63662567, -122.37411584)",6,2015,2,6,2015,2,False,False,-7,7,False,True,False,True,False,False,False
1035113-VI,Notice of Violation,Case,,Construction crew cut two large holes and one smaller hole in the bedroom ceiling to drain a leak. this is a tenant occupied unit. What are they doing and when will they repair the holes?,2015 Jul 16 12:00:00 AM,2015 Oct 14 12:00:00 AM,Compliance Achieved,Completed,1633 10TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035113-VI,47.63455955,-122.37066637,"(47.63455955, -122.37066637)",7,2015,3,10,2015,4,False,False,90,7,False,True,False,True,True,False,False
1035125-VI,Notice of Violation,Case,,,2015 Jul 16 12:00:00 AM,2015 Jul 16 12:00:00 AM,Compliance Achieved,Completed,1118 5TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035125-VI,47.60791047,-122.3326708,"(47.60791047, -122.3326708)",7,2015,3,7,2015,3,False,False,0,7,False,True,False,True,False,False,False
1035159-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 2; total units occupied: 2. Demolition.,2015 Jul 22 12:00:00 AM,2015 Oct 16 12:00:00 AM,Vacant,Completed,2601 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035159-TR,47.64308453,-122.38487013,"(47.64308453, -122.38487013)",7,2015,3,10,2015,4,False,False,86,7,False,False,False,True,False,True,False
1035160-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 3; total units occupied: 3. Demolition.,2015 Jul 22 12:00:00 AM,2015 Oct 16 12:00:00 AM,Vacant,Completed,2605 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035160-TR,47.64319164,-122.38484847,"(47.64319164, -122.38484847)",7,2015,3,10,2015,4,False,False,86,7,False,False,False,True,False,True,False
1035230-VI,Notice of Violation,Case,,"Bed bugs & roaches.Tenant does not speak english, spanish",2015 Jul 29 12:00:00 AM,2016 Oct 07 12:00:00 AM,Compliance Achieved,Completed,1102 8TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035230-VI,47.60892711,-122.32897271,"(47.60892711, -122.32897271)",7,2015,3,10,2016,4,False,False,436,7,False,True,False,True,True,False,False
1035260-VI,Notice of Violation,Case,,,2015 Aug 03 12:00:00 AM,2015 Aug 04 12:00:00 AM,Compliance Achieved,Completed,524 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035260-VI,47.62409847,-122.36297414,"(47.62409847, -122.36297414)",8,2015,3,8,2015,3,False,False,1,7,False,True,False,True,False,False,False
1035278-VI,Notice of Violation,Case,,The main door to the building not locking as it shoul. The key card system is broken,2015 Aug 04 12:00:00 AM,2015 Sep 02 12:00:00 AM,Compliance Achieved,Completed,230 8TH AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035278-VI,47.62067104,-122.34072906,"(47.62067104, -122.34072906)",8,2015,3,9,2015,3,False,False,29,7,False,True,False,True,False,False,False
1035366-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 3; total units occupied: 1.  Demolition.,2015 Aug 13 12:00:00 AM,2015 Dec 09 12:00:00 AM,Vacant,Completed,416 W FULTON ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035366-TR,47.64591664,-122.36300787,"(47.64591664, -122.36300787)",8,2015,3,12,2015,4,False,False,118,7,False,False,False,True,False,True,False
1035367-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 1; total units occupied: 1.  Demolition.,2015 Aug 13 12:00:00 AM,2015 Dec 10 12:00:00 AM,Vacant,Completed,1025 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035367-TR,47.62845761,-122.36349532,"(47.62845761, -122.36349532)",8,2015,3,12,2015,4,False,False,119,7,False,False,False,True,False,True,False
1035423-TR,Tenant Relocation,Request,,Application for Tenant Relocation License.  Total units: 22; total units occupied: 10.  Substantial Rehabilitation.,2015 Aug 20 12:00:00 AM,,,Completed,1417 2ND AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035423-TR,47.63203957,-122.35954943,"(47.63203957, -122.35954943)",8,2015,3,,,,True,True,,7,False,False,False,True,False,True,False
