address_norm,example_raw_address,DISTRICT,elevator_complaint_count,first_elevator_complaint_date,last_elevator_complaint_date,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,sfd_rescue_at_address_flag,conveyance_active_record_count,conveyance_active_flag,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_no_cert_record_count,conveyance_no_cert_flag,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,has_both_complaint_and_rescue_flag,days_first_complaint_to_first_rescue
2401 NE BLAKELEY ST,2401 NE BLAKELEY ST,4.0,2,2018-03-07,2018-03-14,6,2021-02-14,2026-01-08,True,2,True,EQP-CY-03011 | EQP-CY-03010,Conveyance Equipment Certification,"#2-P - Hydraulic Elevator, City # 4787 | #1-P - Hydraulic Elevator, City # 4786",Active,1990-03-05,1990-03-05,0,False,,,,,,,True,1075.0
2410 BOYER AVE E,2410 BOYER AVE E,3.0,2,2016-03-16,2016-03-21,0,,,False,1,True,EQP-CY-00738,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2870",Active,1989-06-07,1989-06-07,0,False,,,,,,,False,
2410 W MANOR PL,2410 W MANOR PL,7.0,1,2020-04-17,2020-04-17,1,2022-07-31,2022-07-31,True,0,False,,,,,,,1,True,EQP-CY-01208,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3699",Operating Without Certificate,1989-07-06,1989-07-06,True,835.0
2415 WESTERN AVE,2415 WESTERN AVE,7.0,1,2023-04-26,2023-04-26,1,2025-01-01,2025-01-01,True,0,False,,,,,,,2,True,EQP-CY-04469 | EQP-CY-04468,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 5969 | 1-P - Hydraulic Elevator, City # 5968",Operating Without Certificate,1992-09-28,1992-09-28,True,616.0
2421 NW MARKET ST,2421 NW MARKET ST,6.0,1,2022-10-28,2022-10-28,4,2023-06-06,2023-10-26,True,3,True,EQP-CY-10561 | EQP-CY-10538 | EQP-CY-10537,Conveyance Equipment Certification,"1-ML - Material Lift, City # 14245 | 2P - Cabled Elevator, City # 13696 | 1 - Cabled Elevator, City # 13695",Active,2022-10-18,2022-10-20,0,False,,,,,,,True,221.0
2483 BIRCH AVE N,2483 Birch AVE N,7.0,1,2025-07-14,2025-07-14,3,2024-11-27,2025-07-17,True,2,True,EQP-CY-06909 | EQP-CY-06908,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 8914 | 1-P - Cabled Elevator, City # 8913",Active,2008-10-02,2008-10-02,0,False,,,,,,,True,-229.0
25 W ROY ST,25 W ROY ST,7.0,2,2024-09-19,2025-12-08,4,2022-03-01,2022-11-20,True,1,True,EQP-CY-03326,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1883",Active,1990-04-05,1990-04-05,0,False,,,,,,,True,-933.0
2500 SW TRENTON ST,2500 SW TRENTON ST,1.0,4,2021-10-28,2024-01-31,2,2021-08-08,2023-05-07,True,1,True,EQP-CY-00809,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5280",Active,1989-06-09,1989-06-09,0,False,,,,,,,True,-81.0
2515 4TH AVE,2515 4TH AVE,7.0,3,2018-01-17,2019-10-10,3,2022-03-28,2026-01-16,True,3,True,EQP-CY-04259 | EQP-CY-04258 | EQP-CY-04257,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 5695 | 2-P - Cabled Elevator, City # 5694 | 1-P - Cabled Elevator, City # 5693",Active,1991-03-25,1991-03-25,0,False,,,,,,,True,1531.0
2519 1ST AVE,2519 1ST AVE,7.0,1,2025-01-02,2025-01-02,1,2021-09-13,2021-09-13,True,2,True,EQP-CY-00916 | EQP-CY-00915,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 4448 | 1-P - Cabled Elevator, City # 4447",Active,1989-06-20,1989-06-20,0,False,,,,,,,True,-1207.0
2550 3RD AVE,2550 3RD AVE,7.0,1,2019-01-16,2019-01-16,4,2022-05-19,2023-03-04,True,0,False,,,,,,,2,True,EQP-CY-05575 | EQP-CY-05574,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 7404 | 1-P - Hydraulic Elevator, City # 7403",Operating Without Certificate,2000-10-11,2000-10-11,True,1219.0
2557 14TH AVE W,2557 14TH AVE W,7.0,1,2025-01-03,2025-01-03,0,,,False,0,False,,,,,,,1,True,EQP-CY-04301,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5573",Operating Without Certificate,1991-07-29,1991-07-29,False,
2601 17TH AVE S,2601 17th AVE S,2.0,1,2018-05-25,2018-05-25,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
2602 16TH AVE S,2602 16TH AVE S,2.0,1,2022-02-10,2022-02-10,2,2024-06-24,2025-08-26,True,1,True,EQP-CY-08546,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 11872",Active,2016-09-19,2016-09-19,2,True,EQP-CY-08545 | EQP-CY-08544,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11871 | 3-P - Cabled Elevator, City # 11873",Operating Without Certificate,2016-09-19,2016-09-19,True,865.0
2614 4TH AVE,2614 4TH AVE,7.0,1,2025-08-01,2025-08-01,7,2022-04-18,2025-10-13,True,2,True,EQP-CY-01580 | EQP-CY-01579,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 3815 | 2-P - Cabled Elevator, City # 3816",Active,1989-09-13,1989-09-13,0,False,,,,,,,True,-1201.0
2641 42ND AVE SW,2641 42ND AVE SW,1.0,1,2021-05-21,2021-05-21,2,2023-12-16,2025-09-28,True,2,True,EQP-CY-07560 | EQP-CY-07559,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 10222 | 1 - Cabled Elevator, City # 10221",Active,2012-02-16,2012-02-16,0,False,,,,,,,True,939.0
2651 NW 56TH ST,2651 NW 56TH ST,6.0,2,2023-06-17,2024-03-15,1,2021-09-22,2021-09-22,True,0,False,,,,,,,1,True,EQP-CY-08539,Conveyance Equipment Certification,"LULA-1 - Cabled Elevator, City # 11988",Operating Without Certificate,2016-09-19,2016-09-19,True,-633.0
2710 BEACON AVE S,2710 BEACON AVE S,2.0,1,2024-06-13,2024-06-13,2,2024-10-28,2025-04-26,True,0,False,,,,,,,0,False,,,,,,,True,137.0
2720 3RD AVE,2720 3RD AVE,7.0,2,2024-08-29,2025-10-04,4,2024-08-15,2025-08-01,True,2,True,EQP-CY-06766 | EQP-CY-06765,Conveyance Equipment Certification,"3 - Accessibility Lift (vertical included), City # 8889 | 1 - Cabled Elevator, City # 8939",Active,2007-11-19,2007-11-19,1,True,EQP-CY-06767,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 8940",Operating Without Certificate,2007-11-19,2007-11-19,True,-14.0
2801 WESTERN AVE,2801 WESTERN AVE,7.0,2,2024-04-24,2024-04-28,24,2021-11-23,2026-01-11,True,7,True,EQP-CY-05972 | EQP-CY-05971 | EQP-CY-05970 | EQP-CY-05969 | EQP-CY-05968 | EQP-CY-05967 | EQP-CY-05966,Conveyance Equipment Certification,"7-P - Hydraulic Elevator, City # 7797 | 6-P - Cabled Elevator, City # 7796 | 5-P - Cabled Elevator, City # 7795 | 4-P - Cabled Elevator, City # 7794 | 3-P - Cabled Elevator, City # 7793 | 2-P - Cabled Elevator, City # 7792 | 1-P - Cabled Elevator, City # 7791",Active,2002-05-22,2002-05-22,0,False,,,,,,,True,-883.0
2807 S MCCLELLAN ST,2807 S MCCLELLAN ST,2.0,4,2023-10-07,2024-04-27,1,2025-05-09,2025-05-09,True,0,False,,,,,,,0,False,,,,,,,True,580.0
2815 BOYLSTON AVE E,2815 BOYLSTON AVE E,3.0,4,2023-03-16,2025-10-10,1,2023-10-27,2023-10-27,True,0,False,,,,,,,1,True,EQP-CY-00534,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 896",Operating Without Certificate,1989-03-17,1989-03-17,True,225.0
2820 EASTLAKE AVE E,2820 EASTLAKE AVE E,3.0,4,2020-03-11,2025-04-22,1,2021-05-21,2021-05-21,True,0,False,,,,,,,2,True,EQP-CY-08480 | EQP-CY-08430,Conveyance Equipment Certification,"VPL-1 - Accessibility Lift (vertical included), City # 11859 | 1-P - Cabled Elevator, City # 11749",Operating Without Certificate,2016-04-04,2016-06-23,True,436.0
2820 NE 127TH ST,2820 NE 127TH ST,5.0,9,2025-05-23,2025-07-03,8,2021-12-17,2025-05-25,True,0,False,,,,,,,0,False,,,,,,,True,-1253.0
2840 EASTLAKE AVE E,2840 EASTLAKE AVE E,3.0,3,2025-07-24,2025-07-29,1,2025-08-22,2025-08-22,True,0,False,,,,,,,1,True,EQP-CY-01236,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2379",Operating Without Certificate,1989-07-18,1989-07-18,True,29.0
2900 1ST AVE,2900 1ST AVE,7.0,2,2022-08-07,2022-12-06,5,2022-09-11,2023-02-16,True,1,True,EQP-CY-03736,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 4898",Active,1990-07-17,1990-07-17,3,True,EQP-CY-08186 | EQP-CY-03737 | EQP-CY-03735,Conveyance Equipment Certification,"4-P - Hydraulic Elevator, City # 11455 | 3-P - Hydraulic Elevator, City # 4899 | 1-P - Hydraulic Elevator, City # 4897",Operating Without Certificate,1990-07-17,2015-06-04,True,35.0
2901 NE BLAKELEY ST,2901 NE BLAKELEY ST,4.0,4,2023-08-30,2023-11-10,0,,,False,1,True,EQP-CY-06362,Conveyance Equipment Certification,"Accessibility Lift (vertical included), City # 8557",Active,2005-03-21,2005-03-21,4,True,EQP-CY-06391 | EQP-CY-06264 | EQP-CY-06263 | EQP-CY-00159,Conveyance Equipment Certification,"#1-AL - Accessibility Lift (vertical included), City # 8588 | #1-P West - Hydraulic Elevator, City # 7979 | #2-P - Hydraulic Elevator, City # 7980 | #3-P East - Hydraulic Elevator, City # 7979",Operating Without Certificate,2002-10-25,2005-06-21,False,
2915 RAINIER AVE S,2915 RAINIER AVE S,2.0,2,2023-07-19,2023-07-19,1,2023-01-16,2023-01-16,True,1,True,EQP-CY-07984,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11323",Active,2014-06-25,2014-06-25,0,False,,,,,,,True,-184.0
301 N 104TH ST,301 N 104TH ST,5.0,2,2015-06-15,2015-06-26,1,2022-11-09,2022-11-09,True,0,False,,,,,,,1,True,EQP-CY-07538,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 10193",Operating Without Certificate,2011-10-18,2011-10-18,True,2704.0
3010 1ST AVE,3010 1st AVE,7.0,4,2022-12-26,2023-09-04,1,2024-10-15,2024-10-15,True,0,False,,,,,,,1,True,EQP-CY-10235,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 13524",Operating Without Certificate,2021-02-23,2021-02-23,True,659.0
302 NE NORTHGATE WAY,302 NE NORTHGATE WAY,5.0,1,2021-03-12,2021-03-12,61,2020-02-06,2026-01-24,True,6,True,EQP-CY-05631 | EQP-CY-05630 | EQP-CY-05629 | EQP-CY-05628 | EQP-CY-05607 | EQP-CY-05605,Conveyance Equipment Certification,"2-P - Roped Hydraulic Elevator, City # 7587 | 1-P - Roped Hydraulic Elevator, City # 7586 | 5-UP - Escalator, City # 297 | 6-DOWN - Escalator, City # 296 | 4-F - Roped Hydraulic Elevator, City # 7408 | 3-F - Roped Hydraulic Elevator, City # 7407",Active,2000-12-19,2000-12-26,0,False,,,,,,,True,-400.0
3021 SW BRADFORD ST,3021 SW BRADFORD ST,1.0,5,2020-12-03,2025-01-14,2,2024-02-29,2024-12-03,True,2,True,EQP-CY-04445 | EQP-CY-04444,Conveyance Equipment Certification,"2-P/S - Hydraulic Elevator, City # 5912 | 1-P/N - Hydraulic Elevator, City # 5911",Active,1992-08-24,1992-08-24,0,False,,,,,,,True,1183.0
303 10TH AVE,303 10th AVE,2.0,1,2019-01-22,2019-01-22,0,,,False,1,True,EQP-CY-05291,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 6879",Active,1998-12-31,1998-12-31,0,False,,,,,,,False,
3031 NE 137TH ST,3031 NE 137TH ST,5.0,1,2017-05-01,2017-05-01,2,2023-09-17,2023-10-04,True,1,True,EQP-CY-00254,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2779",Active,1989-01-13,1989-01-13,0,False,,,,,,,True,2330.0
3032 NE 140TH ST,3032 NE 140TH ST,5.0,2,2017-03-31,2017-04-05,1,2024-03-21,2024-03-21,True,0,False,,,,,,,1,True,EQP-CY-00605,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3194",Operating Without Certificate,1989-03-23,1989-03-23,True,2547.0
3045 20TH AVE W,3045 20TH AVE W,7.0,1,2023-08-18,2023-08-18,0,,,False,1,True,EQP-CY-00878,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5307",Active,1989-06-14,1989-06-14,0,False,,,,,,,False,
306 6TH AVE S,306 6th AVE S,2.0,3,2024-09-10,2025-11-26,2,2021-05-24,2024-12-31,True,0,False,,,,,,,1,True,EQP-CY-04714,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6447",Operating Without Certificate,1994-10-20,1994-10-20,True,-1205.0
306 BLANCHARD ST,306 BLANCHARD ST,7.0,5,2021-08-14,2025-07-15,4,2021-04-29,2024-09-25,True,2,True,EQP-CY-03258 | EQP-CY-03257,Conveyance Equipment Certification,"P-1 - Cabled Elevator, City # 1869 | P-2 - Cabled Elevator, City # 1868",Active,1990-04-05,1990-04-05,0,False,,,,,,,True,-107.0
308 4TH AVE S,308 4TH AVE S,2.0,11,2019-02-16,2023-08-14,52,2021-03-07,2025-08-12,True,1,True,EQP-CY-03939,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2835",Active,1990-08-20,1990-08-20,3,True,EQP-CY-07794 | EQP-CY-03941 | EQP-CY-03940,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 11161 | 3-F - Cabled Elevator, City # 2634 | 2-P - Cabled Elevator, City # 2836",Operating Without Certificate,1990-08-20,2013-08-09,True,750.0
309 E HARRISON ST,309 E Harrison ST,3.0,1,2025-01-20,2025-01-20,0,,,False,1,True,EQP-CY-03281,Conveyance Equipment Certification,"P - Cabled Elevator, City # 720",Active,1990-04-05,1990-04-05,0,False,,,,,,,False,
3100 AIRPORT WAY S,3100 AIRPORT WAY S,1.0,1,2019-07-30,2019-07-30,4,2022-01-15,2024-07-28,True,0,False,,,,,,,3,True,EQP-CY-06858 | EQP-CY-02317 | EQP-CY-02316,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 8747 | 4-P - Cabled Elevator, City # 2382 | 3-F - Cabled Elevator, City # 1237",Operating Without Certificate,1989-12-04,2008-06-10,True,900.0
3104 WESTERN AVE,3104 WESTERN AVE,7.0,1,2022-03-11,2022-03-11,2,2025-02-03,2025-03-13,True,3,True,EQP-CY-06864 | EQP-CY-06863 | EQP-CY-06862,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 8972 | 2-P - Cabled Elevator, City # 8973 | 3-P - Hydraulic Elevator, City # 8949",Active,2008-07-07,2008-07-07,0,False,,,,,,,True,1060.0
312 2ND AVE W,312 2ND AVE W,7.0,1,2019-07-17,2019-07-17,2,2022-06-03,2025-01-14,True,2,True,EQP-CY-04705 | EQP-CY-04704,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 6372 | 1-P - Cabled Elevator, City # 6371",Active,1994-09-26,1994-09-26,0,False,,,,,,,True,1052.0
315 1ST AVE N,315 1st AVE N,7.0,1,2022-05-06,2022-05-06,4,2021-04-16,2024-01-14,True,4,True,EQP-CY-08206 | EQP-CY-08205 | EQP-CY-08204 | EQP-CY-08203,Conveyance Equipment Certification,"4P - Cabled Elevator, City # 11429 | 3P - Cabled Elevator, City # 11428 | 2P - Cabled Elevator, City # 11427 | 1P - Cabled Elevator, City # 11426",Active,2015-06-10,2015-06-10,0,False,,,,,,,True,-385.0
315 SENECA ST,315 SENECA ST,7.0,1,2016-07-06,2016-07-06,0,,,False,1,True,EQP-CY-04250,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1775",Active,1991-03-25,1991-03-25,0,False,,,,,,,False,
317 MARION ST,317 MARION ST,7.0,1,2019-02-28,2019-02-28,8,2020-11-05,2023-12-23,True,2,True,EQP-CY-04816 | EQP-CY-04815,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 6515 | 1-P - Hydraulic Elevator, City # 6514",Active,1995-10-27,1995-10-27,0,False,,,,,,,True,616.0
317 NW 41ST ST,317 NW 41ST ST,6.0,1,2023-10-18,2023-10-18,1,2026-01-10,2026-01-10,True,0,False,,,,,,,1,True,EQP-CY-07762,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 10405",Operating Without Certificate,2013-05-17,2013-05-17,True,815.0
318 1ST AVE S,318 1ST AVE S,1.0,1,2019-08-13,2019-08-13,3,2024-04-29,2025-12-27,True,0,False,,,,,,,0,False,,,,,,,True,1721.0
320 QUEEN ANNE AVE N,320 QUEEN ANNE AVE N,7.0,1,2024-10-11,2024-10-11,20,2022-02-06,2024-10-10,True,1,True,EQP-CY-10288,Conveyance Equipment Certification,"P1 - Cabled Elevator, City # 13552",Active,2021-05-14,2021-05-14,0,False,,,,,,,True,-978.0
320 W REPUBLICAN ST,320 W REPUBLICAN ST,7.0,6,2022-07-19,2025-01-07,0,,,False,0,False,,,,,,,1,True,EQP-CY-03055,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 2427",Operating Without Certificate,1990-03-05,1990-03-05,False,
320 W ROY ST,320 W ROY ST,7.0,2,2019-04-15,2019-04-16,2,2023-04-03,2023-11-25,True,1,True,EQP-CY-01688,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4877",Active,1989-09-14,1989-09-14,0,False,,,,,,,True,1449.0
321 10TH AVE S,321 10TH AVE S,2.0,2,2025-12-09,2025-12-28,2,2022-03-13,2023-03-15,True,0,False,,,,,,,0,False,,,,,,,True,-1367.0
321 E THOMAS ST,321 E THOMAS ST,3.0,2,2024-12-09,2025-10-13,3,2024-12-05,2025-01-14,True,1,True,EQP-CY-06370,Conveyance Equipment Certification,"Hydraulic Elevator, City # 8550",Active,2005-04-21,2005-04-21,0,False,,,,,,,True,-4.0
323 BELLEVUE AVE E,323 BELLEVUE AVE E,3.0,1,2022-05-03,2022-05-03,0,,,False,1,True,EQP-CY-10139,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 13338",Active,2020-06-17,2020-06-17,0,False,,,,,,,False,
3230 16TH AVE W,3230 16TH AVE W,7.0,1,2022-07-08,2022-07-08,0,,,False,3,True,EQP-CY-09606 | EQP-CY-09605 | EQP-CY-09604,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 12398 | 2-P - Cabled Elevator, City # 12397 | 1-P - Cabled Elevator, City # 12396",Active,2018-10-10,2018-10-10,0,False,,,,,,,False,
3236 SW AVALON WAY,3236 SW Avalon WAY,1.0,1,2018-05-21,2018-05-21,2,2023-09-27,2024-12-14,True,1,True,EQP-CY-04280,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5878",Active,1991-06-26,1991-06-26,0,False,,,,,,,True,1955.0
3300 NE 125TH ST,3300 NE 125TH ST,5.0,12,2023-01-23,2025-10-10,10,2022-03-12,2025-02-15,True,0,False,,,,,,,2,True,EQP-CY-10390 | EQP-CY-10389,Conveyance Equipment Certification,"2P - Cabled Elevator, City # 13359 | 1P - Cabled Elevator, City # 13358",Operating Without Certificate,2022-03-09,2022-03-09,True,-317.0
3309 BEACON AVE S,3309 BEACON AVE S,2.0,1,2024-11-29,2024-11-29,0,,,False,0,False,,,,,,,1,True,EQP-CY-09824,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 12825",Operating Without Certificate,2019-06-18,2019-06-18,False,
337 NE THORNTON PL,337 NE THORNTON PL,5.0,1,2024-01-18,2024-01-18,2,2024-07-13,2025-07-05,True,0,False,,,,,,,0,False,,,,,,,True,177.0
3421 SW ROXBURY ST,3421 SW ROXBURY ST,1.0,1,2022-07-29,2022-07-29,5,2022-03-10,2024-09-26,True,1,True,EQP-CY-03435,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 4207",Active,1990-05-10,1990-05-10,0,False,,,,,,,True,-141.0
3490 SW GRAHAM ST,3490 SW GRAHAM ST,1.0,1,2020-03-21,2020-03-21,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
3501 RAINIER AVE S,3501 RAINIER AVE S,2.0,1,2021-07-26,2021-07-26,14,2021-03-28,2025-11-26,True,0,False,,,,,,,2,True,EQP-CY-08985 | EQP-CY-08984,Conveyance Equipment Certification,"N - Cabled Elevator, City # 12391 | S - Cabled Elevator, City # 12392",Operating Without Certificate,2018-03-28,2018-03-28,True,-120.0
3512 S JUNEAU ST,3512 S JUNEAU ST,2.0,3,2024-08-21,2025-10-29,5,2021-04-02,2025-08-16,True,0,False,,,,,,,1,True,EQP-CY-06380,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 8560",Operating Without Certificate,2005-05-11,2005-05-11,True,-1237.0
3606 WOODLAND PARK AVE N,3606 WOODLAND PARK AVE N,4.0,1,2025-12-02,2025-12-02,0,,,False,1,True,EQP-CY-07676,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 10361",Active,2012-12-12,2012-12-12,0,False,,,,,,,False,
3610 33RD AVE S,3610 33RD AVE S,2.0,11,2020-08-17,2025-08-04,3,2024-01-25,2025-05-09,True,0,False,,,,,,,1,True,EQP-CY-07993,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 11348",Operating Without Certificate,2014-07-15,2014-07-15,True,1256.0
3621 33RD AVE S,3621 33RD AVE S,2.0,19,2019-08-21,2025-01-28,21,2022-08-08,2025-12-28,True,1,True,EQP-CY-06322,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 8455",Active,2004-12-14,2004-12-14,1,True,EQP-CY-06321,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8454",Operating Without Certificate,2004-12-14,2004-12-14,True,1083.0
3635 WOODLAND PARK AVE N,3635 WOODLAND PARK AVE N,4.0,1,2020-06-19,2020-06-19,3,2021-12-30,2024-08-31,True,1,True,EQP-CY-08033,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11305",Active,2014-09-12,2014-09-12,1,True,EQP-CY-08034,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 11306",Operating Without Certificate,2014-09-12,2014-09-12,True,559.0
3642 33RD AVE S,3642 33RD AVE S,2.0,6,2015-02-18,2025-12-29,33,2021-06-22,2025-11-17,True,0,False,,,,,,,0,False,,,,,,,True,2316.0
3651 34TH AVE S,3651 34TH AVE S,2.0,4,2021-08-18,2024-05-14,15,2022-04-22,2025-11-20,True,3,True,EQP-CY-06417 | EQP-CY-06416 | EQP-CY-06415,Conveyance Equipment Certification,"3-DAKO - Cabled Elevator, City # 8587 | 2-DAKO - Cabled Elevator, City # 8586 | 1-DAKO - Cabled Elevator, City # 8585",Active,2005-10-19,2005-10-19,0,False,,,,,,,True,247.0
3711 26TH PL W,3711 26TH PL W,7.0,1,2017-03-01,2017-03-01,0,,,False,1,True,EQP-CY-01342,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3106",Active,1989-08-17,1989-08-17,0,False,,,,,,,False,
3716 NE 75TH ST,3716 NE 75TH ST,4.0,1,2025-04-07,2025-04-07,8,2020-01-25,2025-08-28,True,2,True,EQP-CY-02997 | EQP-CY-02995,Conveyance Equipment Certification,"BLDG C - Hydraulic Elevator, City # 4338 | BLDG B - Hydraulic Elevator, City # 4336",Active,1990-03-02,1990-03-02,1,True,EQP-CY-02996,Conveyance Equipment Certification,"BLDG A - Hydraulic Elevator, City # 4337",Operating Without Certificate,1990-03-02,1990-03-02,True,-1899.0
3801 34TH AVE W,3801 34TH AVE W,6.0,1,2017-01-10,2017-01-10,2,2025-11-07,2025-11-12,True,1,True,EQP-CY-00983,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4792",Active,1989-06-20,1989-06-20,0,False,,,,,,,True,3223.0
3801 STONE WAY N,3801 STONE WAY N,4.0,1,2019-12-05,2019-12-05,6,2019-12-28,2025-03-01,True,4,True,EQP-CY-08469 | EQP-CY-08468 | EQP-CY-08467 | EQP-CY-08466,Conveyance Equipment Certification,"4 - Cabled Elevator, City # 11654 | 3 - Cabled Elevator, City # 11653 | 2 - Cabled Elevator, City # 11652 | 1 - Cabled Elevator, City # 11651",Active,2016-05-25,2016-05-25,0,False,,,,,,,True,23.0
3803 S WARSAW ST,3803 S WARSAW ST,2.0,1,2025-12-02,2025-12-02,6,2025-08-19,2026-01-23,True,1,True,EQP-CY-11103,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 14901",Active,2025-04-17,2025-04-17,0,False,,,,,,,True,-105.0
3829 CALIFORNIA AVE SW,3829 CALIFORNIA AVE SW,1.0,1,2019-01-04,2019-01-04,0,,,False,1,True,EQP-CY-08836,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 12060",Active,2017-10-13,2017-10-13,0,False,,,,,,,False,
3911 CALIFORNIA AVE SW,3911 CALIFORNIA AVE SW,1.0,1,2023-06-27,2023-06-27,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
3919 PASADENA PL NE,3919 PASADENA PL NE,4.0,1,2021-11-15,2021-11-15,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
400 MAYNARD AVE S,400 MAYNARD AVE S,2.0,1,2022-04-08,2022-04-08,1,2022-10-17,2022-10-17,True,1,True,EQP-CY-01885,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4341",Active,1989-10-27,1989-10-27,0,False,,,,,,,True,192.0
400 SPRING ST,400 SPRING ST,7.0,1,2022-03-23,2022-03-23,5,2021-11-10,2024-09-26,True,2,True,EQP-CY-03998 | EQP-CY-03997,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 729 | 1-P - Cabled Elevator, City # 728",Active,1990-08-20,1990-08-20,0,False,,,,,,,True,-133.0
401 E MERCER ST,401 E MERCER ST,3.0,1,2019-07-09,2019-07-09,0,,,False,1,True,EQP-CY-01245,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2396",Active,1989-07-18,1989-07-18,0,False,,,,,,,False,
404 E HOWELL ST,404 E HOWELL ST,3.0,1,2023-02-10,2023-02-10,1,2022-01-05,2022-01-05,True,1,True,EQP-CY-01785,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1672",Active,1989-10-27,1989-10-27,0,False,,,,,,,True,-401.0
404 TERRY AVE,404 TERRY AVE,2.0,1,2025-07-15,2025-07-15,19,2021-05-15,2025-05-26,True,1,True,EQP-CY-00220,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7339",Active,2000-08-08,2000-08-08,0,False,,,,,,,True,-1522.0
4047 8TH AVE NE,4047 8TH AVE NE,4.0,1,2022-11-02,2022-11-02,0,,,False,0,False,,,,,,,1,True,EQP-CY-07165,Conveyance Equipment Certification,"1-HL - Accessibility Lift (vertical included), City # 9748",Operating Without Certificate,2009-09-22,2009-09-22,False,
409 W MERCER ST,409 W MERCER ST,7.0,3,2025-03-09,2025-04-22,0,,,False,0,False,,,,,,,1,True,EQP-CY-02787,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5176",Operating Without Certificate,1990-02-02,1990-02-02,False,
